Customer,CustomerNo,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
AVS Danmark,79293210,Backup - Backup-Standard -Det vestlige Europa - ,502.58,0.0448,7.0034,1507.75,22.00,0.33,490.56,88.50
AVS Danmark,79293210,Filer - Filer - LRS - new ,2.19,0.06,7.0034,5.00,22.00,0.44,2.18,0.43
Atcom Aps,26097282,Visio Plan 2 - Visio Plan 2 - renew 1/28/2023-2/27/2023  January   ,339.84,90.62,1,3.00,25.00,113.28,339.83,67.97
Atcom Aps,26097282,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 1) - cycleCharge  1/28/2023-2/27/2023  January   ,47.88,20.16,1,2.00,25.00,23.94,47.88,9.58
Atcom Aps,26097282,Microsoft 365 New Commerce Promotional Offer Annual - Visio Plan 2 - cycleCharge  1/28/2023-2/27/2023  January   ,1076.16,75.52,1,12.00,25.00,89.68,1076.10,215.22
Atcom Aps,26097282,Microsoft 365 E5 - Microsoft 365 E5 - renew 1/28/2023-2/27/2023  January   ,1443.99,385.06,1,3.00,25.00,481.33,1443.98,288.80
Atcom Aps,26097282,Microsoft Teams Phone Resource Account - Microsoft Teams Phone Resource Account - renew  1/21/2023-2/20/2023  January   ,0,0,1,5.00,25.00,0.00,0.00,0.00
Atcom Aps,26097282,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E5 - cycleCharge  1/28/2023-2/27/2023  January   ,4770.64,320.88,1,14.00,25.00,340.76,4770.68,954.14
PrimeAssurance AS,35513930,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - cycleCharge  1/28/2023-2/27/2023  January   ,598,100.72,1,5.00,25.00,119.60,598.00,119.60
PrimeAssurance AS,35513930,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Standard - cycleCharge  1/28/2023-2/27/2023  January   ,74.76,62.96,1,1.00,25.00,74.76,74.76,14.95
Gammelbys,29687765,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 1) - cycleCharge  1/28/2023-2/27/2023  January   ,167.58,20.16,1,7.00,12.50,21.54,150.81,16.76
Gammelbys,29687765,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - cycleCharge  1/28/2023-2/27/2023  January   ,1794,110.8,1,15.00,25.00,119.60,1794.00,358.80
Gammelbys,29687765,Microsoft 365 New Commerce Promotional Offer Annual - Office 365 F3 - cycleCharge  1/28/2023-2/27/2023  January   ,23.94,20.16,1,1.00,12.50,21.54,21.54,2.39
Gammelbys,29687765,Microsoft 365 Audio Conferencing Adoption Promo - Microsoft 365 Business Voice Adoption Promo - Microsoft 365 Audio Conferencing - cycleCharge  1/29/2023-2/27/2023  January   ,0,15.7,1,15.00,25.00,0.00,0.00,0.00
Gammelbys,29687765,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Basic - cycleCharge  1/28/2023-2/27/2023  January   ,29.93,25.2,1,1.00,12.50,26.93,26.93,2.99
Gammelbys,29687765,Microsoft 365 Business Premium - Microsoft 365 Business Premium - renew  1/28/2023-2/27/2023  January   ,332.4,132.96,1,2.00,25.00,166.20,332.40,66.48
Gammelbys,29687765,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Apps for business - cycleCharge  1/28/2023-2/27/2023  January   ,62.51,52.64,1,1.00,12.50,56.26,56.26,6.25
Gammelbys,29687765,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - cycleCharge  1/28/2023-2/27/2023  January   ,669.06,40.24,1,14.00,25.00,47.79,669.03,133.81
Gammelbys,29687765,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - addQuantity  1/6/2023-1/27/2023  January   ,1273.2,110.8,1,15.00,25.00,84.88,1273.13,254.63
Gammelbys,29687765,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - addQuantity  1/6/2023-1/27/2023  January   ,-1188.18,110.8,1,14.00,25.00,-84.88,-1188.25,-237.65
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 2) - cycleCharge  1/28/2023-2/27/2023  January   ,143.37,40.24,1,3.00,9.00,41.67,125.01,10.32
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft Teams Rooms Standard - cycleCharge  1/28/2023-2/27/2023  January   ,784.7,94.4,1,7.00,25.00,112.10,784.70,156.94
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft Defender for Office 365 (Plan 1) - cycleCharge  1/28/2023-2/27/2023  January   ,1605.32,10.08,1,134.00,9.00,10.44,1399.25,115.53
Nordic Bioscience,30799968,Power; Flow; AAD; AI; Intune; MCAS; Defender IN New Commerce Promotional Offer Annual - Enterprise Mobility + Security E5 - cycleCharge  1/28/2023-2/27/2023  January   ,196.66,82.8,1,2.00,9.00,85.74,171.48,14.16
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - cycleCharge  1/28/2023-2/27/2023  January   ,1720.44,40.24,1,36.00,25.00,47.79,1720.35,344.07
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Project Online Essentials - cycleCharge  1/28/2023-2/27/2023  January   ,41.9,35.28,1,1.00,9.00,36.54,36.54,3.02
Nordic Bioscience,30799968,Microsoft 365 Audio Conferencing Adoption Promo - Microsoft 365 Business Voice Adoption Promo - Microsoft 365 Audio Conferencing - cycleCharge  1/28/2023-2/27/2023  January   ,0,15.7,1,30.00,9.00,0.00,0.00,0.00
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Standard - cycleCharge  1/28/2023-2/27/2023  January   ,10391.64,62.96,1,139.00,9.00,65.19,9061.81,748.22
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E5 - cycleCharge  1/28/2023-2/27/2023  January   ,681.52,286.96,1,2.00,9.00,297.14,594.29,49.07
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - addQuantity  1/26/2023-1/27/2023  January   ,111.24,40.24,1,36.00,25.00,3.09,111.15,22.23
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - cycleCharge  1/28/2023-2/27/2023  January   ,418.25,50.32,1,7.00,25.00,59.75,418.25,83.65
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft Teams Rooms Standard - addQuantity  1/16/2023-1/27/2023  January   ,303.73,94.4,1,7.00,25.00,43.39,303.71,60.74
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - cycleCharge  1/28/2023-2/27/2023  January   ,2225.9,187.44,1,10.00,9.00,194.10,1940.96,160.26
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - Virtual User - cycleCharge  1/28/2023-2/27/2023  January   ,0,0,1,5.00,9.00,0.00,0.00,0.00
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 1) - cycleCharge  1/28/2023-2/27/2023  January   ,119.7,20.16,1,5.00,9.00,20.87,104.37,8.62
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - addQuantity  1/17/2023-1/27/2023  January   ,3607.4,110.8,1,85.00,25.00,42.44,3607.19,721.44
Nordic Bioscience,30799968,Azure Active Directory Premium P1 - Azure Active Directory Premium P1 - renew  1/3/2023-2/2/2023  January   ,45.36,36.29,1,1.00,25.00,45.36,45.36,9.07
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Visio Plan 2 - cycleCharge  1/28/2023-2/27/2023  January   ,1434.88,75.52,1,16.00,25.00,89.68,1434.80,286.96
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Common Area Phone - cycleCharge  1/28/2023-2/27/2023  January   ,669.06,40.24,1,14.00,9.00,41.67,583.39,48.17
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - cycleCharge  1/28/2023-2/27/2023  January   ,10166,110.8,1,85.00,25.00,119.60,10166.00,2033.20
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - addQuantity  1/17/2023-1/27/2023  January   ,-3522.52,110.8,1,83.00,9.00,-37.01,-3071.46,-253.61
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - addQuantity  1/26/2023-1/27/2023  January   ,-108.15,40.24,1,35.00,25.00,-3.09,-108.06,-21.61
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft Teams Rooms Standard - addQuantity  1/16/2023-1/27/2023  January   ,-260.34,94.4,1,6.00,9.00,-37.83,-227.00,-18.74
GOSH Copenhagen,89885019,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - cycleCharge  1/28/2023-2/27/2023  January   ,2198.34,40.24,1,46.00,9.00,41.67,1916.85,158.27
GOSH Copenhagen,89885019,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - renew  1/28/2023-2/27/2023  January   ,181.08,48.29,1,3.00,25.00,60.36,181.09,36.22
GOSH Copenhagen,89885019,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Standard - cycleCharge  1/28/2023-2/27/2023  January   ,672.84,62.96,1,9.00,9.00,65.19,586.74,48.45
GOSH Copenhagen,89885019,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - addQuantity  1/10/2023-1/27/2023  January   ,450.97,50.32,1,13.00,25.00,34.69,450.94,90.19
GOSH Copenhagen,89885019,Microsoft Teams Rooms Standard - Microsoft Teams Rooms Standard - cycleCharge  1/1/2023-1/31/2023  January   ,236,94.4,1,2.00,9.00,102.90,205.79,16.99
GOSH Copenhagen,89885019,Exchange Online (Plan 1) - Exchange Online (Plan 1) - renew  1/12/2023-2/11/2023  January   ,30.24,24.19,1,1.00,25.00,30.24,30.24,6.05
GOSH Copenhagen,89885019,Microsoft 365 Audio Conferencing Adoption Promo - Microsoft 365 Business Voice Adoption Promo - Microsoft 365 Audio Conferencing - cycleCharge  1/28/2023-2/27/2023  January   ,0,15.7,1,71.00,9.00,0.00,0.00,0.00
GOSH Copenhagen,89885019,Microsoft 365 Business Premium - Microsoft 365 Business Premium - renew  1/28/2023-2/27/2023  January   ,498.6,132.96,1,3.00,25.00,166.20,498.60,99.72
GOSH Copenhagen,89885019,Microsoft 365 Business Basic - Microsoft 365 Business Basic - renew  1/28/2023-2/27/2023  January   ,90.72,36.29,1,2.00,25.00,45.36,90.73,18.15
GOSH Copenhagen,89885019,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Basic - cycleCharge  1/28/2023-2/27/2023  January   ,359.16,25.2,1,12.00,9.00,26.09,313.14,25.86
GOSH Copenhagen,89885019,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - cycleCharge  1/28/2023-2/27/2023  January   ,5621.2,110.8,1,47.00,25.00,119.60,5621.20,1124.24
GOSH Copenhagen,89885019,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - cycleCharge  1/28/2023-2/27/2023  January   ,776.75,50.32,1,13.00,25.00,59.75,776.75,155.35
GOSH Copenhagen,89885019,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - addQuantity  1/10/2023-1/27/2023  January   ,-416.28,50.32,1,12.00,9.00,-30.25,-362.97,-29.97
ECO-LOCAXION IVS,39993775,Visio Plan 2 - Visio Plan 2 - cycleCharge 1/1/2023-1/31/2023  January   ,94.4,75.52,1,1.00,25.00,94.40,94.40,18.88
ECO-LOCAXION IVS,39993775,Office 365 E3 - Office 365 E3 - cycleCharge 1/1/2023-1/31/2023  January   ,336.8,134.72,1,2.00,25.00,168.40,336.80,67.36
ECO-LOCAXION IVS,39993775,Project Plan 3 - Project Plan 3 - cycleCharge 1/1/2023-1/31/2023  January   ,188.8,151.04,1,1.00,25.00,188.80,188.80,37.76
Bendix Transport,18236133,Microsoft 365 New Commerce Promotional Offer Annual - Enterprise Mobility + Security E3 - cycleCharge  1/28/2023-2/27/2023  January   ,2590.38,53.2,1,41.00,25.00,63.18,2590.18,518.04
Bendix Transport,18236133,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 1) - cycleCharge  1/28/2023-2/27/2023  January   ,95.76,20.16,1,4.00,25.00,23.94,95.75,19.15
Bendix Transport,18236133,Microsoft 365 New Commerce Promotional Offer Annual - Office 365 E3 - addQuantity  1/13/2023-1/27/2023  January   ,2828.28,134.72,1,42.00,25.00,67.34,2828.18,565.64
Bendix Transport,18236133,Microsoft 365 New Commerce Promotional Offer Annual - Office 365 E3 - removeQuantity  1/13/2023-1/27/2023  January   ,2760.94,134.72,1,41.00,25.00,67.34,2760.84,552.17
Bendix Transport,18236133,Microsoft 365 New Commerce Promotional Offer Annual - Office 365 E3 - cycleCharge  1/28/2023-2/27/2023  January   ,5706.38,134.72,1,41.00,25.00,139.18,5706.18,1141.24
Bendix Transport,18236133,Microsoft 365 New Commerce Promotional Offer Annual - Office 365 E3 - removeQuantity  1/13/2023-1/27/2023  January   ,-2828.28,134.72,1,42.00,25.00,-67.34,-2828.18,-565.64
Bendix Transport,18236133,Microsoft 365 New Commerce Promotional Offer Annual - Office 365 E3 - addQuantity  1/13/2023-1/27/2023  January   ,-2760.94,134.72,1,41.00,25.00,-67.34,-2760.84,-552.17
RackPeople ApS,99999003,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - addQuantity  1/31/2023-1/31/2023  January   ,22.82,40.24,1,14.00,0.00,1.30,18.20,0.00
RackPeople ApS,99999003,Power BI Premium Per User - Power BI Premium Per User - cycleCharge  1/24/2023-2/23/2023  January   ,125.9,100.72,1,1.00,0.00,100.72,100.72,0.00
RackPeople ApS,99999003,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - addQuantity  1/31/2023-1/31/2023  January   ,-21.06,40.24,1,13.00,0.00,-1.30,-16.90,0.00
RackPeople ApS,99999003,Windows 365 Business - Windows 365 Business 2 vCPU; 4 GB; 64 GB - cycleCharge  1/10/2023-2/9/2023  January   ,207.99,166.39,1,1.00,0.00,166.39,166.39,0.00
RackPeople ApS,99999003,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - cycleCharge  1/1/2023-1/31/2023  January   ,653.9,40.24,1,13.00,0.00,40.24,523.12,0.00
RackPeople ApS,99999003,General Block Blob - General Block Blob - LRS - ,0,0.00036,7.0034,0.60,0.00,0.00,0.00,0.00
RackPeople ApS,99999003,General Block Blob - General Block Blob - LRS - ,0.53,0.00036,7.0034,200.39,0.00,0.00,0.43,0.01
RackPeople ApS,99999003,Log Analytics - Log Analytics - Pay-as-you-go - EU ,0,2.76,7.0034,5.00,0.00,0.00,0.00,0.00
RackPeople ApS,99999003,Azure App Service Premium v2 Plan - Azure App ,1098.3,0.2,7.0034,738.00,0.00,1.19,878.65,0.01
RackPeople ApS,99999003,General Block Blob - General Block Blob - LRS - ,0,0.00036,7.0034,3.13,0.00,0.00,0.01,0.01
RackPeople ApS,99999003,Files - Files - LRS - new ,0.88,0.0015,7.0034,79.94,0.00,0.01,0.71,0.01
RackPeople ApS,99999003,Service Bus - Service Bus - Hybrid Connections - ,0,1,7.0034,0.47,0.00,0.00,0.00,0.00
RackPeople ApS,99999003,General Block Blob - General Block Blob - LRS - ,0,0.024,7.0034,0.19,0.00,0.14,0.03,0.03
RackPeople ApS,99999003,Files - Files - LRS - new ,0.96,0.0015,7.0034,87.92,0.00,0.01,0.79,0.02
RackPeople ApS,99999003,Tables - Tables - LRS - new ,0,0.00036,7.0034,27.52,0.00,0.00,0.06,0.06
RackPeople ApS,99999003,Rtn Preference: MGN - Rtn Preference: MGN - new ,0,0.087,7.0034,0.34,0.00,0.00,0.00,0.00
RackPeople ApS,99999003,Functions - Functions - new ,0,0.000016,7.0034,400000.00,0.00,0.00,0.00,0.00
RackPeople ApS,99999003,Azure App Service Standard Plan - Azure App ,1102.76,0.1,7.0034,1482.00,0.00,0.60,882.22,0.01
RackPeople ApS,99999003,Tables - Tables - LRS - new ,0,0.00036,7.0034,8.71,0.00,0.00,0.02,0.02
RackPeople ApS,99999003,Functions - Functions - new ,36.68,0.000016,7.0034,308206.35,0.00,0.00,29.36,0.02
RackPeople ApS,99999003,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0,0.05,7.0034,0.01,0.00,0.00,0.00,0.00
RackPeople ApS,99999003,Tables - Tables - LRS - new ,0,0.00036,7.0034,1.68,0.00,0.00,0.00,0.00
RackPeople ApS,99999003,SQL Database Single Standard - SQL Database Single ,111.44,0.4839,7.0034,30.96,0.00,2.88,89.18,0.03
RackPeople ApS,99999003,Functions - Functions - new ,0,0.000002,7.0034,96612.00,0.00,0.00,0.00,0.00
RackPeople ApS,99999003,Tables - Tables - LRS - new ,4.73,0.045,7.0034,14.32,0.00,0.27,3.84,0.06
RackPeople ApS,99999003,Files - Files - LRS - new ,0,0.06,7.0034,0.15,0.00,0.36,0.05,0.05
RackPeople ApS,99999003,SQL Database Single Basic - SQL Database Single ,74.05,0.161,7.0034,61.88,0.00,0.96,59.30,0.06
RackPeople ApS,99999003,Service Bus - Service Bus - Standard - new ,0,0.8,7.0034,0.00,0.00,0.00,0.00,0.00
RackPeople ApS,99999003,Files - Files - LRS - new ,6.56,0.015,7.0034,59.54,0.00,0.09,5.32,0.07
RackPeople ApS,99999003,Service Bus - Service Bus - Hybrid Connections - ,148.03,0.0134,7.0034,1484.90,0.00,0.08,118.45,0.03
RackPeople ApS,99999003,Log Analytics - Log Analytics - Pay-as-you-go - EU ,153.63,2.76,7.0034,7.48,0.00,16.43,122.96,0.06
RackPeople ApS,99999003,Azure App Service Free Plan - Azure App Service ,0,0,7.0034,10.00,0.00,0.00,0.00,0.00
RackPeople ApS,99999003,Azure App Service Free Plan - Azure App Service ,0,0,7.0034,1.93,0.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 F3 - Microsoft 365 F3 - addQuantity 1/5/2023-1/31/2023  January   ,262.86,40.24,1,6.00,25.00,43.81,262.88,52.58
Norli Liv og Pension Livsforsikring A/S,64145711,Exchange Online (Plan 1) - Exchange Online (Plan 1) - cycleCharge  1/10/2023-2/9/2023  January   ,302.4,20.16,1,12.00,25.00,25.20,302.40,60.48
Norli Liv og Pension Livsforsikring A/S,64145711,Power BI Pro - Power BI Pro - addQuantity 1/10/2023-1/31/2023  January   ,-44.64,50.32,1,1.00,25.0,-44.64,-44.64,-8.93
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 F3 - Microsoft 365 F3 - cycleCharge 1/1/2023-1/31/2023  January   ,251.5,40.24,1,5.00,25.0,50.30,251.50,50.30
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Defender for Cloud Apps - Microsoft Defender for Cloud Apps - renew  1/4/2023-2/3/2023  January   ,26.4,21.12,1,1.00,25.00,26.40,26.40,5.28
Norli Liv og Pension Livsforsikring A/S,64145711,Windows 365 Enterprise - Windows 365 Enterprise 4 vCPU; 16 GB; 512 GB - cycleCharge  1/12/2023-2/11/2023  January   ,1312.92,525.17,1,2.00,25.00,656.46,1312.93,262.59
Norli Liv og Pension Livsforsikring A/S,64145711,Power BI Pro - Power BI Pro - addQuantity 1/24/2023-1/31/2023  January   ,64.96,50.32,1,4.00,25.00,16.24,64.95,12.99
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - cycleCharge  1/1/2023-1/31/2023  January   ,1234.8,10.08,1,98.00,25.00,12.60,1234.80,246.96
Norli Liv og Pension Livsforsikring A/S,64145711,Power BI Pro - Power BI Pro - cycleCharge 1/1/2023-1/31/2023  January   ,62.9,50.32,1,1.00,25.0,62.90,62.90,12.58
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 E3 - Microsoft 365 E3 - cycleCharge 1/12/2023-2/11/2023  January   ,27414.4,210.88,1,104.00,25.00,263.60,27414.40,5482.88
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Teams Phone Resource Account - Microsoft Teams Phone Resource Account - cycleCharge  1/28/2023-2/27/2023  January   ,0,0,1,50.00,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Power BI Premium Per User - Power BI Premium Per User - cycleCharge  1/12/2023-2/11/2023  January   ,125.9,100.72,1,1.00,25.00,125.90,125.90,25.18
Norli Liv og Pension Livsforsikring A/S,64145711,Power BI Pro - Power BI Pro - addQuantity 1/10/2023-1/31/2023  January   ,133.92,50.32,1,3.00,25.0,44.64,133.91,26.78
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Teams Rooms Standard - Microsoft Teams Rooms Standard - cycleCharge  1/1/2023-1/31/2023  January   ,118,94.4,1,1.00,25.00,118.00,118.00,23.60
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 F3 - Microsoft 365 F3 - addQuantity 1/5/2023-1/31/2023  January   ,-219.05,40.24,1,5.00,25.0,-43.81,-219.06,-43.81
Norli Liv og Pension Livsforsikring A/S,64145711,Power BI Pro - Power BI Pro - addQuantity 1/24/2023-1/31/2023  January   ,-48.72,50.32,1,3.00,25.0,-16.24,-48.71,-9.74
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - renew  1/28/2023-2/27/2023  January   ,3199.08,48.29,1,53.00,25.00,60.36,3199.21,639.84
Norli Liv og Pension Livsforsikring A/S,64145711,Queues - Queues - LRS - new ,0,0.00036,7.0034,0.09,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,General Block Blob - General Block Blob - LRS - ,0.18,0.00036,7.0034,91.15,25.00,0.00,0.24,0.10
Norli Liv og Pension Livsforsikring A/S,64145711,Azure App Service Free Plan - Azure App Service ,0,0,7.0034,5.99,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Standard Page Blob v2 - Standard Page Blob v2 - ,18.29,0.00054,7.0034,4557.21,25.00,0.00,18.31,3.68
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot LRS - EU North - ,0.18,0.004,7.0034,7.31,25.00,0.03,0.22,0.08
Norli Liv og Pension Livsforsikring A/S,64145711,Files - Files - LRS - new ,0.53,0.0015,7.0034,50.92,25.00,0.01,0.57,0.15
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - LRS - new ,0,0.00036,7.0034,0.00,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Premium Functions - Premium Functions - EU West - ,1176.74,0.0121,7.0034,13070.02,25.00,0.09,1176.79,235.40
Norli Liv og Pension Livsforsikring A/S,64145711,Files - Files - LRS - new ,0,0.015,7.0034,0.00,25.00,0.11,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Premium SSD Managed Disks - Premium SSD Managed ,4425,148.68,7.0034,4.00,25.00,1106.34,4425.10,885.10
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot GRS - EU North - ,11.11,0.1,7.0034,14.95,25.00,0.74,11.12,2.23
Norli Liv og Pension Livsforsikring A/S,64145711,IP Addresses - IP Addresses - Basic IPv4 - new ,19.86,0.0036,7.0034,744.00,25.00,0.03,19.93,4.04
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot LRS - EU West - ,7.26,0.0043,7.0034,229.13,25.00,0.03,7.33,1.52
Norli Liv og Pension Livsforsikring A/S,64145711,Queues - Queues - GRS - new ,0,0.00036,7.0034,0.00,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - LRS - new ,0,0.045,7.0034,0.04,25.00,0.33,0.02,0.02
Norli Liv og Pension Livsforsikring A/S,64145711,Container Instances - Container Instances - EU ,23005.29,0.0466,7.0034,66344.53,25.00,0.35,23005.35,4601.12
Norli Liv og Pension Livsforsikring A/S,64145711,Event Grid - Event Grid - new ,0,0.06,7.0034,0.01,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,General Block Blob - General Block Blob - GRS - ,0.09,0.048,7.0034,0.32,25.00,0.36,0.11,0.04
Norli Liv og Pension Livsforsikring A/S,64145711,General Block Blob - General Block Blob - GRS - ,0,0.00036,7.0034,0.00,25.00,0.00,0.00,0.00
