Customer,CustomerNo,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
BLS Capital Management,31179580,Standard Page Blob - Standard Page Blob - LRS - ,0,0.00036,7.4514,8.64,55.00,0.00,0.03,0.03
BLS Capital Management,31179580,SQL Server Standard - SQL Server Standard - 1-4 ,2279.48,0.4,7.4514,719.80,55.00,3.93,2826.57,1002.99
BLS Capital Management,31179580,Service Bus - Service Bus - Standard - new ,58.76,0.013441,7.4514,553.00,55.00,0.13,72.97,25.96
BLS Capital Management,31179580,Standard Page Blob v2 - Standard Page Blob v2 - ,0.74,0.075,7.4514,1.38,55.00,0.74,1.02,0.43
BLS Capital Management,31179580,Standard HDD Managed Disks - Standard HDD Managed ,0.55,0.0005,7.4514,157.03,55.00,0.00,0.77,0.33
BLS Capital Management,31179580,Standard SSD Managed Disks - Standard SSD Managed ,22.25,0.002,7.4514,1409.46,55.00,0.02,27.67,9.87
BLS Capital Management,31179580,Tables - Tables - RA-GRS - new ,0,0.075,7.4514,0.01,55.00,0.74,0.01,0.01
BLS Capital Management,31179580,Blob Storage - Blob Storage - Hot LRS - EU West - ,2.6,0.0043,7.4514,77.27,55.00,0.04,3.26,1.18
BLS Capital Management,31179580,Log Analytics - Log Analytics - Pay-as-you-go - EU ,0,2.99,7.4514,0.16,55.00,0.00,0.00,0.00
BLS Capital Management,31179580,Blob Storage - Blob Storage - Hot LRS - EU West - ,1.2,0.054,7.4514,3.03,55.00,0.53,1.60,0.64
BLS Capital Management,31179580,Azure Active Directory Domain Services - Azure ,853.65,0.15,7.4514,718.85,55.00,1.47,1058.57,375.65
BLS Capital Management,31179580,Standard Page Blob v2 - Standard Page Blob v2 - ,0,0.00054,7.4514,8.64,55.00,0.01,0.05,0.05
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - addQuantity  9/27/2022-9/27/2022  September   ,-236.94,210.88,1,33.00,25.00,-7.18,-236.78,-47.36
BLS Capital Management,31179580,Dynamics 365 CRM New Commerce Promotional Offer Annual - Dynamics 365 Sales Enterprise Edition - cycleCharge  9/28/2022-10/27/2022  September   ,532.5,448.43,1,1.00,25.00,532.50,532.50,106.50
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - addQuantity  9/27/2022-9/27/2022  September   ,244.12,210.88,1,34.00,25.0,7.18,243.95,48.79
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 2) - cycleCharge  9/28/2022-10/27/2022  September   ,669.06,40.24,1,14.00,25.00,47.79,669.03,133.81
BLS Capital Management,31179580,Microsoft 365 Audio Conferencing Adoption Promo - Microsoft 365 Business Voice Adoption Promo - Microsoft 365 Audio Conferencing - cycleCharge  9/28/2022-10/27/2022  September   ,0,15.7,1,32.00,25.00,0.00,0.00,0.00
BLS Capital Management,31179580,Microsoft 365 E5 Compliance - Microsoft 365 E5 Compliance - cycleCharge  9/28/2022-10/27/2022  September   ,226.5,60.4,1,3.00,25.00,75.50,226.50,45.30
BLS Capital Management,31179580,Power Automate per user plan - Power Automate per user plan - renew  9/28/2022-10/27/2022  September   ,106.2,84.96,1,1.00,25.0,106.20,106.20,21.24
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - cycleCharge  9/28/2022-10/27/2022  September   ,1338.12,40.24,1,28.00,25.00,47.79,1338.05,267.61
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - cycleCharge  9/28/2022-10/27/2022  September   ,7568.06,210.88,1,34.00,25.0,222.59,7567.98,1513.60
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - Virtual User - cycleCharge  9/28/2022-10/27/2022  September   ,0,0,1,10.00,25.00,0.00,0.00,0.00
BLS Capital Management,31179580,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - cycleCharge  9/18/2022-10/17/2022  September   ,403.2,10.08,1,32.00,25.00,12.60,403.20,80.64
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - RA-GRS - new ,0,0.075,7.4514,0.01,25.00,0.59,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Azure Active Directory Domain Services - Azure ,854.68,0.15,7.4514,719.69,25.00,1.19,854.69,170.95
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot LRS - EU West - ,0.46,0.0043,7.4514,16.12,25.00,0.03,0.55,0.18
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - LRS - new ,0,0.00036,7.4514,1.32,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot LRS - EU West - ,0.84,0.0196,7.4514,5.98,25.00,0.16,0.93,0.26
Norli Liv og Pension Livsforsikring A/S,64145711,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0,0.02,7.4514,0.03,25.00,0.16,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Premium SSD Managed Disks - Premium SSD Managed ,2354.36,148.68,7.4514,2.00,25.00,1177.12,2354.42,470.93
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - LRS - new ,0,0.00036,7.4514,0.01,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - GRS - new ,0,0.00036,7.4514,0.00,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Virtual Machines BS Series Windows - Virtual ,1308.55,0.416,7.4514,397.33,25.00,3.29,1308.62,261.78
Norli Liv og Pension Livsforsikring A/S,64145711,General Block Blob - General Block Blob - LRS - ,0,0.00036,7.4514,0.01,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Standard Page Blob v2 - Standard Page Blob v2 - ,0.55,0.00054,7.4514,134.32,25.00,0.00,0.57,0.13
Norli Liv og Pension Livsforsikring A/S,64145711,Virtual Machines Dv3 Series Windows - Virtual ,1208.34,0.212,7.4514,719.97,25.00,1.68,1208.41,241.74
Norli Liv og Pension Livsforsikring A/S,64145711,SQL Server Developer Edition - SQL Server ,0,0,7.4514,397.33,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - LRS - new ,0,0.00036,7.4514,0.00,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,IP Addresses - IP Addresses - Standard IPv4 - new ,142.5,0.005,7.4514,3600.00,25.00,0.04,142.51,28.51
Norli Liv og Pension Livsforsikring A/S,64145711,Azure Bastion - Azure Bastion - Basic - new ,0,0.087,7.4514,0.55,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Load Balancer - Load Balancer - new ,142.5,0.025,7.4514,720.00,25.00,0.20,142.51,28.51
Norli Liv og Pension Livsforsikring A/S,64145711,Files v2 - Files v2 - Hot GRS - EU West - new ,1.01,0.0541,7.4514,2.50,25.00,0.43,1.07,0.26
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - LRS - new ,0,0.045,7.4514,0.01,25.00,0.36,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,IP Addresses - IP Addresses - Basic IPv4 - new ,20.49,0.0036,7.4514,720.00,25.00,0.03,20.52,4.13
Norli Liv og Pension Livsforsikring A/S,64145711,Standard Page Blob v2 - Standard Page Blob v2 - ,0.09,0.00054,7.4514,37.35,25.00,0.00,0.16,0.09
Norli Liv og Pension Livsforsikring A/S,64145711,Premium SSD Managed Disks - Premium SSD Managed ,331.03,41.811428,7.4514,1.00,25.00,331.03,331.05,66.23
Norli Liv og Pension Livsforsikring A/S,64145711,Premium SSD Managed Disks - Premium SSD Managed ,171.56,21.68,7.4514,1.00,25.00,171.64,171.66,34.41
Norli Liv og Pension Livsforsikring A/S,64145711,General Block Blob - General Block Blob - GRS - ,0,0.00036,7.4514,0.00,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Rtn Preference: MGN - Rtn Preference: MGN - new ,0,0.087,7.4514,0.79,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot LRS - EU West - ,0,0.054,7.4514,0.00,25.00,0.43,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Azure Bastion - Azure Bastion - Basic - new ,2166.11,0.19,7.4514,1440.00,25.00,1.50,2166.12,433.23
Norli Liv og Pension Livsforsikring A/S,64145711,Files - Files - LRS - new ,2.33,0.06,7.4514,5.00,25.00,0.48,2.37,0.51
Norli Liv og Pension Livsforsikring A/S,64145711,Files - Files - LRS - new ,0,0.015,7.4514,0.01,25.00,0.12,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0,0.05,7.4514,1.41,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - GRS - new ,0,0.06,7.4514,0.00,25.00,0.48,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Files - Files - LRS - new ,0,0.0015,7.4514,0.02,25.00,0.01,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Standard Page Blob v2 - Standard Page Blob v2 - ,86.61,0.045,7.4514,243.36,25.00,0.36,86.70,17.41
Norli Liv og Pension Livsforsikring A/S,64145711,Standard Page Blob v2 - Standard Page Blob v2 - ,8.48,0.00054,7.4514,1984.79,25.00,0.00,8.49,1.71
Norli Liv og Pension Livsforsikring A/S,64145711,General Block Blob - General Block Blob - GRS - ,0.09,0.048,7.4514,0.32,25.00,0.38,0.12,0.05
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot LRS - EU West - ,0.74,0.0043,7.4514,22.85,25.00,0.03,0.78,0.19
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot RA-GRS - EU West ,0,0.049,7.4514,0.01,25.00,0.39,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Storage - Bandwidth - Storage - Bandwidth - ,0,0,7.4514,0.07,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - GRS - new ,0,0.00036,7.4514,1.31,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Load Balancer - Load Balancer - new ,0.55,0.005,7.4514,16.45,25.00,0.04,0.65,0.21
Norli Liv og Pension Livsforsikring A/S,64145711,Files - Files - LRS - new ,0,0.0015,7.4514,0.01,25.00,0.01,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - addQuantity  9/14/2022-9/27/2022  September   ,-1308.48,48.29,1,48.00,25.0,-27.26,-1308.60,-261.72
Norli Liv og Pension Livsforsikring A/S,64145711,Exchange Online (Plan 1) - Exchange Online (Plan 1) - addQuantity  9/15/2022-10/9/2022  September   ,168,20.16,1,8.00,25.00,21.00,168.00,33.60
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - cycleCharge  9/1/2022-9/30/2022  September   ,1146.6,10.08,1,91.00,25.0,12.60,1146.60,229.32
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Teams Phone Resource Account - Microsoft Teams Phone Resource Account - cycleCharge  9/28/2022-10/27/2022  September   ,0,0,1,50.00,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 E3 - Microsoft 365 E3 - cycleCharge 9/12/2022-10/11/2022  September   ,24251.2,210.88,1,92.00,25.0,263.60,24251.20,4850.24
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - addQuantity  9/22/2022-9/30/2022  September   ,351.54,10.08,1,93.00,25.0,3.78,351.08,70.22
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - addQuantity  9/14/2022-9/27/2022  September   ,1335.74,48.29,1,49.00,25.0,27.26,1335.86,267.17
Norli Liv og Pension Livsforsikring A/S,64145711,Windows 365 Enterprise - Windows 365 Enterprise 4 vCPU; 16 GB; 512 GB - cycleCharge  9/12/2022-10/11/2022  September   ,1312.92,525.17,1,2.00,25.00,656.46,1312.93,262.59
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Teams Rooms Standard - Microsoft Teams Rooms Standard - cycleCharge  9/1/2022-9/30/2022  September   ,118,94.4,1,1.00,25.00,118.00,118.00,23.60
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - addQuantity  9/28/2022-9/30/2022  September   ,118.44,10.08,1,94.00,25.00,1.26,118.68,23.74
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - renew  9/28/2022-10/27/2022  September   ,2957.64,48.29,1,49.00,25.00,60.36,2957.76,591.55
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 F3 - Microsoft 365 F3 - cycleCharge 9/1/2022-9/30/2022  September   ,201.2,40.24,1,4.00,25.00,50.30,201.20,40.24
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 E3 - Microsoft 365 E3 - addQuantity 9/22/2022-10/11/2022  September   ,-16168.08,210.88,1,92.00,25.0,-175.74,-16167.85,-3233.57
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 E3 - Microsoft 365 E3 - addQuantity 9/28/2022-10/11/2022  September   ,-11439.93,210.88,1,93.00,25.0,-123.01,-11440.16,-2288.03
Norli Liv og Pension Livsforsikring A/S,64145711,Power BI Premium Per User - Power BI Premium Per User - cycleCharge  9/12/2022-10/11/2022  September   ,125.9,100.72,1,1.00,25.00,125.90,125.90,25.18
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 E3 - Microsoft 365 E3 - addQuantity 9/28/2022-10/11/2022  September   ,11562.94,210.88,1,94.00,25.00,123.01,11563.18,2312.64
Norli Liv og Pension Livsforsikring A/S,64145711,Exchange Online (Plan 1) - Exchange Online (Plan 1) - addQuantity  9/15/2022-10/9/2022  September   ,-126,20.16,1,6.00,25.0,-21.00,-126.00,-25.20
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - addQuantity  9/28/2022-9/30/2022  September   ,-118.11,10.08,1,93.00,25.0,-1.26,-117.41,-23.48
Norli Liv og Pension Livsforsikring A/S,64145711,Exchange Online (Plan 1) - Exchange Online (Plan 1) - cycleCharge  9/10/2022-10/9/2022  September   ,151.2,20.16,1,6.00,25.0,25.20,151.20,30.24
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - addQuantity  9/22/2022-9/30/2022  September   ,-343.07,10.08,1,91.00,25.0,-3.78,-343.53,-68.71
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 E3 - Microsoft 365 E3 - addQuantity 9/22/2022-10/11/2022  September   ,16343.82,210.88,1,93.00,25.0,175.74,16343.59,3268.72
CTGlobal,39541092,SQL Database Single Standard - SQL Database Single ,574.78,2.42,7.4514,30.00,7.00,16.40,492.01,32.19
CTGlobal,39541092,Process Automation - Process Automation - Basic - ,0,0.002,7.4514,85.55,7.00,0.00,0.00,0.00
CTGlobal,39541092,Standard HDD Managed Disks - Standard HDD Managed ,12.1,1.536,7.4514,1.00,7.00,10.41,10.41,0.73
CTGlobal,39541092,Log Analytics - Log Analytics - Pay-as-you-go - EU ,789.19,2.99,7.4514,33.34,7.00,20.26,675.62,44.27
CTGlobal,39541092,Blob Storage - Blob Storage - Hot LRS - EU West - ,0,0.0043,7.4514,0.09,7.00,0.03,0.00,0.00
CTGlobal,39541092,SignalR - SignalR - new ,1147.14,1.61,7.4514,90.00,7.00,10.91,981.99,64.28
CTGlobal,39541092,Key Vault - Key Vault - Premium - new ,0,0.03,7.4514,0.02,7.00,0.20,0.00,0.00
CTGlobal,39541092,Rtn Preference: MGN - Rtn Preference: MGN - new ,0,0,7.4514,0.00,7.00,0.00,0.00,0.00
CTGlobal,39541092,Tables - Tables - LRS - new ,73.76,0.045,7.4514,207.22,7.00,0.30,63.19,4.18
CTGlobal,39541092,Queues - Queues - LRS - new ,0,0.00036,7.4514,0.00,7.00,0.00,0.00,0.00
CTGlobal,39541092,Standard HDD Managed Disks - Standard HDD Managed ,46.56,5.888,7.4514,1.00,7.00,39.90,39.91,2.66
CTGlobal,39541092,Azure App Service Standard Plan - Azure App ,1710.84,0.1,7.4514,2161.00,7.00,0.68,1464.52,95.85
CTGlobal,39541092,Log Analytics - Log Analytics - Pay-as-you-go - EU ,0,2.76,7.4514,0.50,7.00,0.00,0.00,0.00
CTGlobal,39541092,Log Analytics - Log Analytics - Pay-as-you-go - EU ,0,2.99,7.4514,5.00,7.00,0.00,0.00,0.00
CTGlobal,39541092,Azure App Service Shared Plan - Azure App Service ,74.04,0.013,7.4514,720.00,7.00,0.09,63.43,4.20
CTGlobal,39541092,Azure Repos and Boards (Basic) - Azure Repos and ,91.93,6,7.4514,1.94,7.00,40.66,78.70,5.16
CTGlobal,39541092,Files - Files - GRS - new ,0,0.03,7.4514,0.00,7.00,0.20,0.00,0.00
CTGlobal,39541092,Logic Apps - Logic Apps - Consumption - new ,0,0.000025,7.4514,11.00,7.00,0.00,0.00,0.00
CTGlobal,39541092,Tables - Tables - GRS - new ,0,0.00036,7.4514,0.87,7.00,0.00,0.00,0.00
CTGlobal,39541092,General Block Blob - General Block Blob - LRS - ,0,0.00036,7.4514,0.00,7.00,0.00,0.00,0.00
CTGlobal,39541092,Traffic Manager - Traffic Manager - Azure Endpoint ,0.28,0.54,7.4514,0.07,7.00,3.66,0.25,0.03
CTGlobal,39541092,SQL Database Single Standard - SQL Database Single ,344.63,0.4839,7.4514,89.96,7.00,3.28,295.01,19.31
CTGlobal,39541092,SignalR - SignalR - new ,0,0,7.4514,60.00,7.00,0.00,0.00,0.00
CTGlobal,39541092,Microsoft Defender for SQL - Microsoft Defender ,114.84,15,7.4514,0.97,7.00,101.66,98.38,6.51
CTGlobal,39541092,General Block Blob - General Block Blob - LRS - ,0,0.00036,7.4514,21.67,7.00,0.00,0.05,0.05
CTGlobal,39541092,Standard HDD Managed Disks - Standard HDD Managed ,324.23,40.96,7.4514,1.00,7.00,277.59,277.61,18.23
