Customer,CustomerNo,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 F3 - Microsoft 365 F3 - addQuantity 11/3/2022-11/30/2022  November   ,234.75,40.24,1,5.00,25.0,46.95,234.75,46.95
Norli Liv og Pension Livsforsikring A/S,64145711,Exchange Online (Plan 1) - Exchange Online (Plan 1) - addQuantity  11/17/2022-12/9/2022  November   ,-154.56,20.16,1,8.00,25.00,-19.33,-154.60,-30.92
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 E3 - Microsoft 365 E3 - addQuantity 11/9/2022-11/11/2022  November   ,2525.49,210.88,1,99.00,25.0,25.51,2525.74,505.15
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - renew  11/28/2022-12/27/2022  November   ,3078.36,48.29,1,51.00,25.0,60.36,3078.49,615.70
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 E3 - Microsoft 365 E3 - addQuantity 11/24/2022-12/11/2022  November   ,15816,210.88,1,100.00,25.0,158.16,15816.25,3163.25
Norli Liv og Pension Livsforsikring A/S,64145711,Exchange Online (Plan 1) - Exchange Online (Plan 1) - cycleCharge  11/10/2022-12/9/2022  November   ,201.6,20.16,1,8.00,25.00,25.20,201.60,40.32
Norli Liv og Pension Livsforsikring A/S,64145711,Windows 365 Enterprise - Windows 365 Enterprise 4 vCPU; 16 GB; 512 GB - cycleCharge  11/12/2022-12/11/2022  November   ,1312.92,525.17,1,2.00,25.00,656.46,1312.93,262.59
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Defender for Cloud Apps - Microsoft Defender for Cloud Apps - new  11/4/2022-12/3/2022  November   ,26.4,21.12,1,1.00,25.0,26.40,26.40,5.28
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Teams Phone Resource Account - Microsoft Teams Phone Resource Account - cycleCharge  11/28/2022-12/27/2022  November   ,0,0,1,50.00,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - addQuantity  11/4/2022-11/30/2022  November   ,-1099.98,10.08,1,97.00,25.00,-11.34,-1099.74,-219.95
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - addQuantity  11/4/2022-11/30/2022  November   ,1111.32,10.08,1,98.00,25.00,11.34,1111.08,222.22
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - addQuantity  11/1/2022-11/30/2022  November   ,1222.2,10.08,1,97.00,25.00,12.60,1222.20,244.44
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 E3 - Microsoft 365 E3 - cycleCharge 11/12/2022-12/11/2022  November   ,26096.4,210.88,1,99.00,25.0,263.60,26096.40,5219.28
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - addQuantity  11/9/2022-11/27/2022  November   ,1887,48.29,1,51.00,25.0,37.00,1887.00,377.40
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - addQuantity  11/1/2022-11/30/2022  November   ,-1209.6,10.08,1,96.00,25.00,-12.60,-1209.60,-241.92
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 E3 - Microsoft 365 E3 - addQuantity 11/24/2022-12/11/2022  November   ,-15657.84,210.88,1,99.00,25.0,-158.16,-15658.09,-3131.62
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 F3 - Microsoft 365 F3 - cycleCharge 11/1/2022-11/30/2022  November   ,201.2,40.24,1,4.00,25.00,50.30,201.20,40.24
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 E3 - Microsoft 365 E3 - addQuantity 11/1/2022-11/11/2022  November   ,9073.38,210.88,1,97.00,25.0,93.54,9073.14,1814.63
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 E3 - Microsoft 365 E3 - addQuantity 11/4/2022-11/11/2022  November   ,-6598.91,210.88,1,97.00,25.0,-68.03,-6598.43,-1319.69
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - addQuantity  11/1/2022-11/27/2022  November   ,-2575.93,48.29,1,49.00,25.0,-52.58,-2576.18,-515.24
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 E3 - Microsoft 365 E3 - addQuantity 11/1/2022-11/11/2022  November   ,-8979.84,210.88,1,96.00,25.00,-93.54,-8979.60,-1795.92
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot LRS - EU West - ,0.83,0.0196,7.4417,5.98,25.00,0.15,0.93,0.27
Norli Liv og Pension Livsforsikring A/S,64145711,Azure Active Directory Domain Services - Azure ,853.65,0.15,7.4417,719.80,25.00,1.19,853.70,170.78
Norli Liv og Pension Livsforsikring A/S,64145711,Logic Apps - Logic Apps - Consumption - new ,0.09,0.12,7.4417,0.11,25.00,0.95,0.10,0.03
Norli Liv og Pension Livsforsikring A/S,64145711,App Configuration - App Configuration - Standard - ,303.61,1.2,7.4417,32.00,25.00,9.49,303.62,60.73
Norli Liv og Pension Livsforsikring A/S,64145711,Files - Files - LRS - new ,0.65,0.015,7.4417,5.98,25.00,0.12,0.71,0.19
Norli Liv og Pension Livsforsikring A/S,64145711,Azure App Service Premium v2 Plan - Azure App ,1138.58,0.2,7.4417,720.00,25.00,1.58,1138.58,227.72
Norli Liv og Pension Livsforsikring A/S,64145711,Premium Functions - Premium Functions - EU West - ,152.74,0.0121,7.4417,1596.99,25.00,0.10,152.79,30.60
Norli Liv og Pension Livsforsikring A/S,64145711,Logic Apps - Logic Apps - Consumption - new ,1.2,0.000025,7.4417,6332.00,25.00,0.00,1.25,0.29
Norli Liv og Pension Livsforsikring A/S,64145711,Premium SSD Managed Disks - Premium SSD Managed ,171.34,21.68,7.4417,1.00,25.00,171.42,171.43,34.36
Norli Liv og Pension Livsforsikring A/S,64145711,Standard Page Blob v2 - Standard Page Blob v2 - ,87.44,0.045,7.4417,245.78,25.00,0.36,87.45,17.50
Norli Liv og Pension Livsforsikring A/S,64145711,Files v2 - Files v2 - Hot GRS - EU West - new ,1.01,0.0541,7.4417,2.50,25.00,0.43,1.07,0.26
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot LRS - EU West - ,6.33,0.0043,7.4417,187.87,25.00,0.03,6.39,1.33
Norli Liv og Pension Livsforsikring A/S,64145711,Logic Apps - Logic Apps - Consumption - new ,0.18,0.000125,7.4417,197.00,25.00,0.00,0.19,0.05
Norli Liv og Pension Livsforsikring A/S,64145711,IP Addresses - IP Addresses - Basic IPv4 - new ,20.46,0.0036,7.4417,720.00,25.00,0.03,20.49,4.12
Norli Liv og Pension Livsforsikring A/S,64145711,Files - Files - LRS - new ,0,0.0015,7.4417,6.67,25.00,0.01,0.08,0.08
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - LRS - new ,0,0.00036,7.4417,0.00,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - GRS - new ,0,0.00036,7.4417,0.01,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot LRS - EU North - ,0,0.004,7.4417,0.41,25.00,0.03,0.01,0.01
Norli Liv og Pension Livsforsikring A/S,64145711,Azure App Service Free Plan - Azure App Service ,0,0,7.4417,1.57,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot RA-GRS - EU ,0,0.046,7.4417,0.04,25.00,0.36,0.02,0.02
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - LRS - new ,0,0.00036,7.4417,0.19,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - LRS - new ,0,0.00036,7.4417,0.00,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Files - Files - LRS - new ,0,0.015,7.4417,0.00,25.00,0.12,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Files - Files - LRS - new ,2.33,0.06,7.4417,5.00,25.00,0.47,2.37,0.51
Norli Liv og Pension Livsforsikring A/S,64145711,Azure Repos and Boards (Basic) - Azure Repos and ,30.6,6,7.4417,0.65,25.00,47.44,30.61,6.13
Norli Liv og Pension Livsforsikring A/S,64145711,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0,0.05,7.4417,1.60,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Queues - Queues - GRS - new ,0,0.00036,7.4417,0.01,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Queues v2 - Queues v2 - GRS - EU North - new ,0,0.008,7.4417,0.00,25.00,0.06,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Azure Bastion - Azure Bastion - Basic - new ,2163.3,0.19,7.4417,1440.00,25.00,1.50,2163.30,432.66
Norli Liv og Pension Livsforsikring A/S,64145711,Load Balancer - Load Balancer - new ,142.31,0.025,7.4417,720.00,25.00,0.20,142.32,28.47
Norli Liv og Pension Livsforsikring A/S,64145711,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0.09,0.02,7.4417,0.67,25.00,0.16,0.11,0.04
Norli Liv og Pension Livsforsikring A/S,64145711,SQL Server Developer Edition - SQL Server ,0,0,7.4417,374.68,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Standard Page Blob v2 - Standard Page Blob v2 - ,15.44,0.00054,7.4417,3627.63,25.00,0.00,15.49,3.14
Norli Liv og Pension Livsforsikring A/S,64145711,Virtual Machines BS Series Windows - Virtual ,1232.34,0.416,7.4417,374.68,25.00,3.29,1232.42,246.55
Norli Liv og Pension Livsforsikring A/S,64145711,Standard Page Blob v2 - Standard Page Blob v2 - ,1.58,0.00054,7.4417,390.14,25.00,0.00,1.67,0.41
Norli Liv og Pension Livsforsikring A/S,64145711,General Block Blob - General Block Blob - LRS - ,0,0.00036,7.4417,1.90,25.00,0.00,0.01,0.01
Norli Liv og Pension Livsforsikring A/S,64145711,IP Addresses - IP Addresses - Standard IPv4 - new ,142.31,0.005,7.4417,3600.00,25.00,0.04,142.32,28.47
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - LRS - new ,0,0.00036,7.4417,0.02,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,General Block Blob - General Block Blob - LRS - ,0,0.00036,7.4417,0.00,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Azure Bastion - Azure Bastion - Basic - new ,0,0.087,7.4417,0.35,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Virtual Machines Dv3 Series Windows - Virtual ,1206.85,0.212,7.4417,719.98,25.00,1.68,1206.87,241.39
Norli Liv og Pension Livsforsikring A/S,64145711,Premium SSD Managed Disks - Premium SSD Managed ,330.59,41.811428,7.4417,1.00,25.00,330.59,330.62,66.15
Norli Liv og Pension Livsforsikring A/S,64145711,General Block Blob - General Block Blob - GRS - ,0,0.00036,7.4417,0.02,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Queues v2 - Queues v2 - LRS - EU West - new ,0,0.004,7.4417,0.00,25.00,0.03,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Event Grid - Event Grid - new ,0,0.06,7.4417,0.00,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot LRS - EU West - ,0,0.054,7.4417,0.04,25.00,0.43,0.02,0.02
Norli Liv og Pension Livsforsikring A/S,64145711,Rtn Preference: MGN - Rtn Preference: MGN - new ,0,0,7.4417,0.02,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - GRS - new ,0,0.00036,7.4417,2.16,25.00,0.00,0.01,0.01
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot RA-GRS - EU West ,0,0.049,7.4417,0.01,25.00,0.39,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,App Configuration - App Configuration - Free - US ,0,0,7.4417,30.00,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Standard Page Blob v2 - Standard Page Blob v2 - ,0.09,0.00054,7.4417,39.93,25.00,0.00,0.17,0.10
Norli Liv og Pension Livsforsikring A/S,64145711,Storage - Bandwidth - Storage - Bandwidth - ,0,0,7.4417,0.05,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - LRS - new ,0,0.00036,7.4417,2.23,25.00,0.00,0.01,0.01
Norli Liv og Pension Livsforsikring A/S,64145711,General Block Blob - General Block Blob - LRS - ,0,0.00036,7.4417,0.00,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Premium Functions - Premium Functions - EU West - ,609.65,0.169,7.4417,456.28,25.00,1.34,609.71,121.99
Norli Liv og Pension Livsforsikring A/S,64145711,Storage - Bandwidth - Storage - Bandwidth - ,0,0,7.4417,0.08,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Queues - Queues - LRS - new ,0,0.00036,7.4417,0.05,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - GRS - new ,0,0.06,7.4417,0.00,25.00,0.47,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot GRS - EU North - ,0.09,0.1,7.4417,0.16,25.00,0.79,0.13,0.06
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot LRS - EU West - ,0,0.054,7.4417,0.02,25.00,0.43,0.01,0.01
Norli Liv og Pension Livsforsikring A/S,64145711,General Block Blob - General Block Blob - LRS - ,0,0.00036,7.4417,0.00,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Premium SSD Managed Disks - Premium SSD Managed ,2351.29,148.68,7.4417,2.00,25.00,1175.58,2351.36,470.33
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - RA-GRS - new ,0,0.075,7.4417,0.01,25.00,0.59,0.01,0.01
Norli Liv og Pension Livsforsikring A/S,64145711,General Block Blob - General Block Blob - GRS - ,0.09,0.048,7.4417,0.32,25.00,0.38,0.12,0.05
Norli Liv og Pension Livsforsikring A/S,64145711,Files - Files - LRS - new ,0,0.0015,7.4417,3.06,25.00,0.01,0.04,0.04
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot LRS - EU North - ,0,0.004,7.4417,1.42,25.00,0.03,0.04,0.04
Norli Liv og Pension Livsforsikring A/S,64145711,Rtn Preference: MGN - Rtn Preference: MGN - new ,0,0.087,7.4417,0.82,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Load Balancer - Load Balancer - new ,0.65,0.005,7.4417,17.13,25.00,0.04,0.68,0.16
Norli Liv og Pension Livsforsikring A/S,64145711,Logic Apps Integration Account - Logic Apps ,41.39,300,7.4417,0.02,25.00,2372.04,41.45,8.34
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot LRS - EU West - ,0.36,0.0043,7.4417,12.93,25.00,0.03,0.44,0.15
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot GRS - EU North - ,0,0.1,7.4417,0.04,25.00,0.79,0.03,0.03
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - LRS - new ,0,0.045,7.4417,0.02,25.00,0.36,0.01,0.01
Norli Liv og Pension Livsforsikring A/S,64145711,Storage - Bandwidth - Storage - Bandwidth - ,0,0.02,7.4417,0.12,25.00,0.16,0.02,0.02
BLS Capital Management,31179580,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - addQuantity  11/8/2022-11/17/2022  November   ,133.98,10.08,1,33.00,25.0,4.06,134.06,26.81
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 2) - cycleCharge  11/28/2022-12/27/2022  November   ,669.06,40.24,1,14.00,25.00,47.79,669.03,133.81
BLS Capital Management,31179580,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - cycleCharge  11/18/2022-12/17/2022  November   ,415.8,10.08,1,33.00,25.0,12.60,415.80,83.16
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - addQuantity  11/8/2022-11/27/2022  November   ,5026,210.88,1,35.00,25.0,143.60,5026.00,1005.20
BLS Capital Management,31179580,Power Automate unattended RPA add-on - Power Automate unattended RPA add-on - renew  11/1/2022-11/30/2022  November   ,1062,849.6,1,1.00,25.0,1062.00,1062.00,212.40
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - addQuantity  11/24/2022-11/27/2022  November   ,1063.01,210.88,1,37.00,25.00,28.73,1062.83,212.57
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - cycleCharge  11/28/2022-12/27/2022  November   ,1338.12,40.24,1,28.00,25.00,47.79,1338.05,267.61
BLS Capital Management,31179580,Power Automate per user with attended RPA plan - Power Automate per user with attended RPA plan - renew  11/1/2022-11/30/2022  November   ,283.16,226.53,1,1.00,25.0,283.16,283.16,56.63
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - Virtual User - cycleCharge  11/28/2022-12/27/2022  November   ,0,0,1,10.00,25.00,0.00,0.00,0.00
BLS Capital Management,31179580,Microsoft 365 E5 Compliance - Microsoft 365 E5 Compliance - cycleCharge  11/28/2022-12/27/2022  November   ,226.5,60.4,1,3.00,25.0,75.50,226.50,45.30
BLS Capital Management,31179580,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - addQuantity  11/24/2022-12/17/2022  November   ,352.8,10.08,1,35.00,25.00,10.08,352.63,70.53
BLS Capital Management,31179580,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - addQuantity  11/24/2022-12/17/2022  November   ,-332.31,10.08,1,33.00,25.0,-10.08,-332.48,-66.50
BLS Capital Management,31179580,Microsoft 365 Audio Conferencing Adoption Promo - Microsoft 365 Business Voice Adoption Promo - Microsoft 365 Audio Conferencing - cycleCharge  11/28/2022-12/27/2022  November   ,0,15.7,1,32.00,25.00,0.00,0.00,0.00
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - addQuantity  11/24/2022-11/27/2022  November   ,-1005.2,210.88,1,35.00,25.0,-28.73,-1005.38,-201.08
BLS Capital Management,31179580,Dynamics 365 CRM New Commerce Promotional Offer Annual - Dynamics 365 Sales Enterprise Edition - cycleCharge  11/28/2022-12/27/2022  November   ,532.5,448.43,1,1.00,25.00,532.50,532.50,106.50
BLS Capital Management,31179580,Power Automate per user plan - Power Automate per user plan - renew  11/28/2022-12/27/2022  November   ,106.2,84.96,1,1.00,25.00,106.20,106.20,21.24
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - cycleCharge  11/28/2022-12/27/2022  November   ,8235.83,210.88,1,37.00,25.00,222.59,8235.74,1647.15
BLS Capital Management,31179580,Microsoft Teams Room Pro - Microsoft Teams Rooms Pro - cycleCharge  11/28/2022-12/27/2022  November   ,251.7,201.36,1,1.00,25.00,251.70,251.70,50.34
BLS Capital Management,31179580,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - addQuantity  11/8/2022-11/17/2022  November   ,-129.92,10.08,1,32.00,25.0,-4.06,-130.00,-26.00
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - addQuantity  11/8/2022-11/27/2022  November   ,-4882.4,210.88,1,34.00,25.0,-143.60,-4882.40,-976.48
BLS Capital Management,31179580,Standard SSD Managed Disks - Standard SSD Managed ,20.09,0.002,7.4417,1275.13,55.00,0.02,25.00,8.93
BLS Capital Management,31179580,Standard SSD Managed Disks - Standard SSD Managed ,607.24,76.8,7.4417,1.00,55.00,752.98,753.04,267.25
BLS Capital Management,31179580,Backup - Backup - Standard - EU West - new ,139.53,0.0448,7.4417,393.97,55.00,0.44,173.05,61.43
BLS Capital Management,31179580,Standard SSD Managed Disks - Standard SSD Managed ,75.9,9.6,7.4417,1.00,55.00,94.12,94.13,33.41
BLS Capital Management,31179580,Standard Page Blob v2 - Standard Page Blob v2 - ,0,0.00054,7.4417,8.64,55.00,0.01,0.05,0.05
BLS Capital Management,31179580,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0.09,0.02,7.4417,0.65,55.00,0.20,0.13,0.06
BLS Capital Management,31179580,Files - Files - LRS - new ,2.33,0.06,7.4417,5.00,55.00,0.59,2.94,1.08
BLS Capital Management,31179580,Azure Active Directory Domain Services - Azure ,853.65,0.15,7.4417,719.80,55.00,1.47,1058.59,375.67
BLS Capital Management,31179580,Blob Storage - Blob Storage - Hot LRS - EU West - ,1.2,0.054,7.4417,3.02,55.00,0.53,1.60,0.64
BLS Capital Management,31179580,Network Watcher - Network Watcher - new ,0,0.5,7.4417,0.42,55.00,0.00,0.00,0.00
BLS Capital Management,31179580,Standard Page Blob - Standard Page Blob - LRS - ,0,0.00036,7.4417,4.32,55.00,0.00,0.02,0.02
BLS Capital Management,31179580,Virtual Machines BS Series - Virtual Machines BS ,273.1,0.048,7.4417,719.83,55.00,0.47,338.76,120.28
BLS Capital Management,31179580,Standard Page Blob v2 - Standard Page Blob v2 - ,0,0.00054,7.4417,4.32,55.00,0.01,0.02,0.02
BLS Capital Management,31179580,SQL Server Standard - SQL Server Standard - 1-4 ,2276.79,0.4,7.4417,719.90,55.00,3.92,2823.29,1001.86
BLS Capital Management,31179580,Rtn Preference: MGN - Rtn Preference: MGN - new ,0,0.087,7.4417,25.50,55.00,0.00,0.00,0.00
BLS Capital Management,31179580,Tables - Tables - LRS - new ,0,0.045,7.4417,0.02,55.00,0.44,0.01,0.01
BLS Capital Management,31179580,Virtual Machines Av2 Series Windows - Virtual ,1559.59,0.274,7.4417,719.90,55.00,2.69,1933.95,686.28
BLS Capital Management,31179580,Premium SSD Managed Disks - Premium SSD Managed ,342.78,21.68,7.4417,2.00,55.00,212.56,425.15,150.93
BLS Capital Management,31179580,General Block Blob - General Block Blob - LRS - ,0.18,0.00036,7.4417,77.22,55.00,0.00,0.27,0.13
BLS Capital Management,31179580,Blob Storage - Blob Storage - Hot LRS - EU West - ,2.6,0.0043,7.4417,77.26,55.00,0.04,3.26,1.18
BLS Capital Management,31179580,Blob Storage - Blob Storage - Hot LRS - EU West - ,0,0.0043,7.4417,0.11,55.00,0.04,0.00,0.00
BLS Capital Management,31179580,Tables - Tables - RA-GRS - new ,0,0.075,7.4417,0.01,55.00,0.74,0.01,0.01
BLS Capital Management,31179580,IP Addresses - IP Addresses - Basic IPv4 - new ,22.69,0.004,7.4417,720.00,55.00,0.04,28.24,10.09
BLS Capital Management,31179580,Service Bus - Service Bus - Standard - new ,57.85,0.013441,7.4417,545.00,55.00,0.13,71.82,25.54
BLS Capital Management,31179580,Log Analytics - Log Analytics - Pay-as-you-go - EU ,0,2.99,7.4417,0.17,55.00,0.00,0.00,0.00
BLS Capital Management,31179580,Blob Storage - Blob Storage - Hot LRS - EU West - ,11.16,0.054,7.4417,26.30,55.00,0.53,13.93,5.00
BLS Capital Management,31179580,Blob Storage - Blob Storage - Hot LRS - EU West - ,0.74,0.0196,7.4417,4.96,55.00,0.19,0.95,0.36
