Customer,CustomerNo,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 F1 - cycleCharge  10/28/2022-11/27/2022  October   ,13.49,11.36,1,1.00,25.00,13.49,13.49,2.70
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft Teams Rooms Standard - cycleCharge  10/28/2022-11/27/2022  October   ,112.1,94.4,1,1.00,25.00,112.10,112.10,22.42
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Visio Plan 2 - cycleCharge  10/28/2022-11/27/2022  October   ,538.08,75.52,1,6.00,25.00,89.68,538.05,107.61
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online Kiosk - cycleCharge  10/28/2022-11/27/2022  October   ,11.98,10.08,1,1.00,25.00,11.98,11.98,2.40
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - cycleCharge  10/28/2022-11/27/2022  October   ,4157.73,40.24,1,87.00,25.00,47.79,4157.51,831.50
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - addQuantity  10/13/2022-10/27/2022  October   ,-418.18,50.32,1,14.00,25.00,-29.88,-418.25,-83.65
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - cycleCharge  10/28/2022-11/27/2022  October   ,23322,110.8,1,195.00,25.00,119.60,23322.00,4664.40
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - addQuantity  10/13/2022-10/27/2022  October   ,448.2,50.32,1,15.00,25.00,29.88,448.13,89.63
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - cycleCharge  10/28/2022-11/27/2022  October   ,896.25,50.32,1,15.00,25.00,59.75,896.25,179.25
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Office 365 E3 - cycleCharge  10/28/2022-11/27/2022  October   ,139.18,117.2,1,1.00,25.00,139.18,139.18,27.84
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 2) - cycleCharge  10/28/2022-11/27/2022  October   ,47.79,40.24,1,1.00,25.00,47.79,47.79,9.56
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - addQuantity  10/5/2022-10/27/2022  October   ,641.34,50.32,1,14.00,25.00,45.81,641.38,128.28
AVS Danmark,79293210,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft Defender for Office 365 (Plan 1) - addQuantity  10/12/2022-10/27/2022  October   ,-127.8,10.08,1,20.00,22.00,-6.23,-124.68,-22.48
AVS Danmark,79293210,VPN Gateway - VPN Gateway-VpnGw1  - new ,1159.7,0.19,7.7217,744.00,22.00,1.52,1131.93,204.17
AVS Danmark,79293210,Tables - Tables - LRS - new ,0,0.00036,7.7217,1.36,22.00,0.00,0.00,0.00
AVS Danmark,79293210,Backup - Backup-Azure VM -Det nordlige Europa - ,81.94,10,7.7217,1.00,22.00,80.07,80.07,14.52
AVS Danmark,79293210,Blob Storage - Blob Storage - Varm LRS - Det ,-38.05,0.022,7.7217,4617.27,22.00,-0.18,-813.39,-782.95
AVS Danmark,79293210,Blob Storage - Blob Storage - Varm LRS - Det ,0,0.004,7.7217,0.04,22.00,0.03,0.00,0.00
AVS Danmark,79293210,Filer - Filer - LRS - new ,2.41,0.06,7.7217,5.00,22.00,0.48,2.40,0.47
AVS Danmark,79293210,Blob Storage - Blob Storage - Varm LRS - Det ,0,0.004,7.7217,0.37,22.00,0.03,0.01,0.01
AVS Danmark,79293210,Tables - Tables - LRS - new ,0,0.00036,7.7217,0.05,22.00,0.00,0.00,0.00
AVS Danmark,79293210,Blob Storage - Blob Storage - Varm LRS - Det ,0,0.05,7.7217,0.06,22.00,0.40,0.03,0.03
AVS Danmark,79293210,Generel blok-blob - Generel blok-blob - LRS - new ,0,0.00036,7.7217,0.01,22.00,0.00,0.00,0.00
AVS Danmark,79293210,Backup - Backup-Standard -Det vestlige Europa - ,536.55,0.0448,7.7217,1459.86,22.00,0.36,523.70,94.46
AVS Danmark,79293210,Tables - Tables - LRS - new ,0,0.00036,7.7217,0.04,22.00,0.00,0.00,0.00
AVS Danmark,79293210,Backup - Backup-Server i det lokale miljø -Det ,81.94,10,7.7217,1.00,22.00,80.07,80.07,14.52
AVS Danmark,79293210,Tables - Tables - LRS - new ,0,0.045,7.7217,0.01,22.00,0.36,0.00,0.00
AVS Danmark,79293210,Blob Storage - Blob Storage - Varm LRS - Det ,0,0.0043,7.7217,0.01,22.00,0.03,0.00,0.00
AVS Danmark,79293210,Tables - Tables - LRS - new ,0,0.00036,7.7217,0.06,22.00,0.00,0.00,0.00
AVS Danmark,79293210,Blob Storage - Blob Storage - Varm LRS - Det ,0,0.05,7.7217,0.05,22.00,0.40,0.02,0.02
AVS Danmark,79293210,Premium-filer - Premium-filer - LRS - Det vestlige ,157.51,0.192,7.7217,100.00,22.00,1.54,153.74,27.73
AVS Danmark,79293210,Blob Storage - Blob Storage - Varm LRS - Det ,833.36,0.022,7.7217,4617.27,22.00,0.18,813.39,146.70
AVS Danmark,79293210,Backup - Backup-Standard -Det nordlige Europa - ,20.75,0.0448,7.7217,56.71,22.00,0.36,20.34,3.74
AVS Danmark,79293210,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft Defender for Office 365 (Plan 1) - addQuantity  10/12/2022-10/27/2022  October   ,140.58,10.08,1,22.00,22.0,6.23,137.15,24.73
AVS Danmark,79293210,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Basic - cycleCharge  10/28/2022-11/27/2022  October   ,29.93,25.2,1,1.00,22.00,29.21,29.21,5.27
AVS Danmark,79293210,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft Defender for Office 365 (Plan 1) - addQuantity  10/12/2022-10/27/2022  October   ,-134.19,10.08,1,21.00,22.0,-6.23,-130.92,-23.61
AVS Danmark,79293210,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Standard - cycleCharge  10/28/2022-11/27/2022  October   ,1270.92,62.96,1,17.00,25.00,74.76,1270.96,254.19
AVS Danmark,79293210,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 1) - cycleCharge  10/28/2022-11/27/2022  October   ,95.76,20.16,1,4.00,22.00,23.36,93.45,16.85
AVS Danmark,79293210,Microsoft 365 New Commerce Promotional Offer Annual - Office 365 E3 - cycleCharge  10/28/2022-11/27/2022  October   ,139.18,117.2,1,1.00,22.00,135.83,135.83,24.49
AVS Danmark,79293210,Microsoft 365 Business Standard - Microsoft 365 Business Standard - renew  10/28/2022-11/27/2022  October   ,94.44,75.55,1,1.00,22.0,92.17,92.17,16.62
AVS Danmark,79293210,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 1) - cycleCharge  10/28/2022-11/27/2022  October   ,95.76,20.16,1,4.00,22.00,23.36,93.45,16.85
AVS Danmark,79293210,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft Defender for Office 365 (Plan 1) - addQuantity  10/12/2022-10/27/2022  October   ,134.19,10.08,1,21.00,22.0,6.23,130.92,23.61
AVS Danmark,79293210,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft Defender for Office 365 (Plan 1) - cycleCharge  10/28/2022-11/27/2022  October   ,263.56,10.08,1,22.00,22.0,11.69,257.13,46.37
SBC-Teams GoWingu,00000000,Bandwidth Inter-Region - Bandwidth Inter-Region - ,8,0.02,7.7217,48.86,0.00,0.13,6.41,0.01
SBC-Teams GoWingu,00000000,Load Balancer - Load Balancer - new ,671.4,0.01,7.7217,8184.00,0.00,0.07,537.15,0.03
SBC-Teams GoWingu,00000000,Backup - Backup - Standard - EU West - new ,1.44,0.0448,7.7217,4.09,0.00,0.29,1.20,0.05
SBC-Teams GoWingu,00000000,General Block Blob - General Block Blob - LRS - ,0,0.00036,7.7217,0.01,0.00,0.00,0.00,0.00
SBC-Teams GoWingu,00000000,Premium SSD Managed Disks - Premium SSD Managed ,142.85,5.8072,7.7217,3.00,0.00,38.12,114.34,0.06
SBC-Teams GoWingu,00000000,Virtual Machines BS Series - Virtual Machines BS ,146.41,0.024,7.7217,743.95,0.00,0.16,117.19,0.06
SBC-Teams GoWingu,00000000,Rtn Preference: MGN - Rtn Preference: MGN - new ,13.89,0.087,7.7217,19.51,0.00,0.57,11.14,0.03
SBC-Teams GoWingu,00000000,Rtn Preference: MGN - Rtn Preference: MGN - new ,0,0.087,7.7217,100.00,0.00,0.00,0.00,0.00
SBC-Teams GoWingu,00000000,Standard Page Blob - Standard Page Blob - LRS - ,0.19,0.00036,7.7217,67.71,0.00,0.00,0.16,0.01
SBC-Teams GoWingu,00000000,Load Balancer - Load Balancer - new ,305.2,0.025,7.7217,1488.00,0.00,0.16,244.16,0.00
SBC-Teams GoWingu,00000000,Premium SSD Managed Disks - Premium SSD Managed ,660.69,80.54,7.7217,1.00,0.00,528.62,528.59,0.04
SBC-Teams GoWingu,00000000,Bandwidth Inter-Region - Bandwidth Inter-Region - ,3.66,0.05,7.7217,9.07,0.00,0.33,2.98,0.05
SBC-Teams GoWingu,00000000,Standard HDD Managed Disks - Standard HDD Managed ,75.58,1.536,7.7217,6.00,0.00,10.08,60.48,0.02
SBC-Teams GoWingu,00000000,General Block Blob - General Block Blob - LRS - ,0,0.00036,7.7217,1.36,0.00,0.00,0.00,0.00
SBC-Teams GoWingu,00000000,Backup - Backup - Azure VM - EU West - new ,40.93,10,7.7217,0.50,0.00,65.63,32.82,0.08
SBC-Teams GoWingu,00000000,Standard Page Blob - Standard Page Blob - LRS - ,0,0.00036,7.7217,31.04,0.00,0.00,0.07,0.07
SBC-Teams GoWingu,00000000,VPN Gateway - VPN Gateway - Basic - new ,219.68,0.036,7.7217,744.00,0.00,0.24,175.80,0.06
SBC-Teams GoWingu,00000000,Files - Files - LRS - new ,0,0.0015,7.7217,0.01,0.00,0.01,0.00,0.00
SBC-Teams GoWingu,00000000,Virtual Machines RI - Virtual Machines RI - new ,0,0,7.7217,2977.45,0.00,0.00,0.00,0.00
SBC-Teams GoWingu,00000000,Files - Files - LRS - new ,0,0.0015,7.7217,0.02,0.00,0.01,0.00,0.00
SBC-Teams GoWingu,00000000,Virtual Network Peering - Virtual Network Peering ,79.24,0.01,7.7217,966.89,0.00,0.07,63.46,0.07
SBC-Teams GoWingu,00000000,Standard Page Blob - Standard Page Blob - LRS - ,0,0.045,7.7217,0.05,0.00,0.30,0.02,0.02
SBC-Teams GoWingu,00000000,Standard SSD Managed Disks - Standard SSD Managed ,16.99,0.002,7.7217,1037.34,0.00,0.01,13.62,0.03
SBC-Teams GoWingu,00000000,Tables - Tables - LRS - new ,0,0.045,7.7217,0.03,0.00,0.30,0.01,0.01
SBC-Teams GoWingu,00000000,Azure App Service Free Plan - Azure App Service ,0,0,7.7217,2.00,0.00,0.00,0.00,0.00
SBC-Teams GoWingu,00000000,Standard SSD Managed Disks - Standard SSD Managed ,19.59,2.4,7.7217,1.00,0.00,15.75,15.75,0.08
SBC-Teams GoWingu,00000000,Azure Active Directory Domain Services - Azure ,915.3,0.15,7.7217,743.79,0.00,0.98,732.28,0.04
SBC-Teams GoWingu,00000000,General Block Blob - General Block Blob - LRS - ,1.35,0.00036,7.7217,479.91,0.00,0.00,1.13,0.05
SBC-Teams GoWingu,00000000,Standard HDD Managed Disks - Standard HDD Managed ,2.89,0.05,7.7217,7.14,0.00,0.33,2.34,0.03
SBC-Teams GoWingu,00000000,Rtn Preference: MGN - Rtn Preference: MGN - new ,0,0,7.7217,0.09,0.00,0.00,0.00,0.00
SBC-Teams GoWingu,00000000,Files - Files - LRS - new ,0,0.015,7.7217,0.02,0.00,0.10,0.00,0.00
SBC-Teams GoWingu,00000000,Standard SSD Managed Disks - Standard SSD Managed ,39.28,4.8,7.7217,1.00,0.00,31.50,31.50,0.08
SBC-Teams GoWingu,00000000,Tables - Tables - LRS - new ,0,0.00036,7.7217,3.17,0.00,0.00,0.01,0.01
SBC-Teams GoWingu,00000000,Virtual Machines Dv2 Series - Virtual Machines Dv2 ,412.91,0.0679,7.7217,741.40,0.00,0.45,330.41,0.08
SBC-Teams GoWingu,00000000,IP Addresses - IP Addresses - Standard IPv4 - new ,427.2,0.005,7.7217,10416.00,0.00,0.03,341.82,0.06
SBC-Teams GoWingu,00000000,Standard Page Blob - Standard Page Blob - LRS - ,0,0.00036,7.7217,0.00,0.00,0.00,0.00,0.00
SBC-Teams GoWingu,00000000,Load Balancer - Load Balancer - new ,3.66,0.005,7.7217,91.09,0.00,0.03,2.99,0.06
SBC-Teams GoWingu,00000000,Standard HDD Managed Disks - Standard HDD Managed ,73.93,3.008,7.7217,3.00,0.00,19.74,59.22,0.08
SBC-Teams GoWingu,00000000,Network Watcher - Network Watcher - new ,0,0.001,7.7217,1.00,0.00,0.00,0.00,0.00
SBC-Teams GoWingu,00000000,Standard HDD Managed Disks - Standard HDD Managed ,4.63,0.0005,7.7217,1145.31,0.00,0.00,3.76,0.06
SBC-Teams GoWingu,00000000,Standard HDD Managed Disks - Standard HDD Managed ,0.58,0.05,7.7217,1.55,0.00,0.33,0.51,0.05
SBC-Teams GoWingu,00000000,IP Addresses - IP Addresses - Basic IPv4 - new ,43.91,0.0036,7.7217,1488.00,0.00,0.02,35.16,0.03
SBC-Teams GoWingu,00000000,Virtual Network Peering - Virtual Network Peering ,67.08,0.01,7.7217,817.78,0.00,0.07,53.67,0.01
SBC-Teams GoWingu,00000000,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0,0.05,7.7217,5.00,0.00,0.00,0.00,0.00
SBC-Teams GoWingu,00000000,Virtual Machines DSv2 Series - Reserved VM ,3019.56,78.21,7.7217,4.00,0.00,603.91,2415.66,0.02
CTGlobal,39541092,General Block Blob - General Block Blob - LRS - ,0,0.024,7.7217,0.04,7.00,0.17,0.01,0.01
CTGlobal,39541092,Rtn Preference: MGN - Rtn Preference: MGN - new ,137.73,0.087,7.7217,193.05,7.00,0.61,117.95,7.77
CTGlobal,39541092,Standard HDD Managed Disks - Standard HDD Managed ,335.99,40.96,7.7217,1.00,7.00,287.66,287.64,18.85
CTGlobal,39541092,SQL Database Single Standard - SQL Database Single ,746.98,2.42,7.7217,37.63,7.00,17.00,639.45,41.87
CTGlobal,39541092,Key Vault - Key Vault - Premium - new ,0,0.03,7.7217,0.02,7.00,0.21,0.00,0.00
CTGlobal,39541092,General Block Blob - General Block Blob - LRS - ,0,0.00036,7.7217,0.00,7.00,0.00,0.00,0.00
CTGlobal,39541092,Azure App Service Premium v2 Plan - Azure App ,9766.4,0.8,7.7217,1488.00,7.00,5.62,8360.04,546.92
CTGlobal,39541092,Microsoft Defender for SQL - Microsoft Defender ,123.06,15,7.7217,1.00,7.00,105.34,105.34,6.89
CTGlobal,39541092,Logic Apps - Logic Apps - Consumption - new ,0,0.000025,7.7217,19.00,7.00,0.00,0.00,0.00
CTGlobal,39541092,Tables - Tables - LRS - new ,0,0.00036,7.7217,2.72,7.00,0.00,0.01,0.01
CTGlobal,39541092,Traffic Manager - Traffic Manager - Traffic View - ,1.05,2,7.7217,0.07,7.00,14.05,0.91,0.07
CTGlobal,39541092,Blob Storage - Blob Storage - Hot LRS - EU West - ,0,0.0043,7.7217,0.02,7.00,0.03,0.00,0.00
CTGlobal,39541092,Standard Page Blob - Standard Page Blob - LRS - ,0,0.045,7.7217,0.00,7.00,0.32,0.00,0.00
CTGlobal,39541092,SignalR - SignalR - new ,1228.43,1.61,7.7217,93.00,7.00,11.31,1051.54,68.80
CTGlobal,39541092,Storage - Bandwidth - Storage - Bandwidth - ,0,0,7.7217,0.05,7.00,0.00,0.00,0.00
CTGlobal,39541092,Tables - Tables - GRS - new ,0,0.00036,7.7217,0.90,7.00,0.00,0.00,0.00
CTGlobal,39541092,Logic Apps - Logic Apps - Consumption - new ,45.45,0.000125,7.7217,44338.00,7.00,0.00,38.92,2.56
CTGlobal,39541092,Key Vault - Key Vault - Standard - new ,0,0.15,7.7217,0.00,7.00,1.05,0.00,0.00
CTGlobal,39541092,Log Analytics - Log Analytics - Pay-as-you-go - EU ,0,2.76,7.7217,0.52,7.00,0.00,0.00,0.00
CTGlobal,39541092,Blob Storage - Blob Storage - Hot LRS - EU West - ,0,0.0043,7.7217,0.07,7.00,0.03,0.00,0.00
CTGlobal,39541092,Files - Files - GRS - new ,0,0.03,7.7217,0.00,7.00,0.21,0.00,0.00
CTGlobal,39541092,General Block Blob - General Block Blob - LRS - ,0,0.00036,7.7217,0.00,7.00,0.00,0.00,0.00
CTGlobal,39541092,Queues - Queues - LRS - new ,0,0.00036,7.7217,0.00,7.00,0.00,0.00,0.00
CTGlobal,39541092,Log Analytics - Log Analytics - Pay-as-you-go - EU ,857.2,2.99,7.7217,34.95,7.00,21.00,733.79,48.03
CTGlobal,39541092,Standard HDD Managed Disks - Standard HDD Managed ,12.54,1.536,7.7217,1.00,7.00,10.79,10.79,0.76
CTGlobal,39541092,Azure Monitor - Azure Monitor - Alerts - new ,0,0.1,7.7217,10.00,7.00,0.00,0.00,0.00
CTGlobal,39541092,Log Analytics - Log Analytics - Pay-as-you-go - EU ,0,2.99,7.7217,5.00,7.00,0.00,0.00,0.00
CTGlobal,39541092,Azure Repos and Boards (Basic) - Azure Repos and ,98.45,6,7.7217,2.00,7.00,42.14,84.27,5.51
CTGlobal,39541092,Azure App Service Free Plan - Azure App Service ,0,0,7.7217,22.00,7.00,0.00,0.00,0.00
CTGlobal,39541092,Azure Pipelines - Azure Pipelines - ,984.51,40,7.7217,3.00,7.00,280.92,842.75,55.14
CTGlobal,39541092,Traffic Manager - Traffic Manager - Azure Endpoint ,5.89,0.36,7.7217,2.00,7.00,2.53,5.06,0.35
CTGlobal,39541092,SQL Database - LTR Backup Storage - SQL Database - ,25.38,0.0595,7.7217,52.15,7.00,0.42,21.79,1.49
CTGlobal,39541092,General Block Blob - General Block Blob - LRS - ,0,0.00036,7.7217,0.00,7.00,0.00,0.00,0.00
CTGlobal,39541092,Files - Files - LRS - new ,0,0.0015,7.7217,0.00,7.00,0.01,0.00,0.00
CTGlobal,39541092,Blob Storage - Blob Storage - Hot LRS - EU West - ,4.05,0.0196,7.7217,25.41,7.00,0.14,3.50,0.26
CTGlobal,39541092,Standard HDD Managed Disks - Standard HDD Managed ,48.25,5.888,7.7217,1.00,7.00,41.35,41.35,2.75
CTGlobal,39541092,SQL Database Single Standard - SQL Database Single ,372.76,0.4839,7.7217,93.92,7.00,3.40,319.16,20.95
CTGlobal,39541092,Azure App Service Shared Plan - Azure App Service ,79.34,0.013,7.7217,744.00,7.00,0.09,67.93,4.46
CTGlobal,39541092,SignalR - SignalR - new ,0,0,7.7217,62.00,7.00,0.00,0.00,0.00
CTGlobal,39541092,Process Automation - Process Automation - Basic - ,0,0.002,7.7217,90.68,7.00,0.00,0.00,0.00
CTGlobal,39541092,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0,0.02,7.7217,0.00,7.00,0.14,0.00,0.00
CTGlobal,39541092,Files - Files - LRS - new ,2.41,0.06,7.7217,5.00,7.00,0.42,2.11,0.18
CTGlobal,39541092,Blob Storage - Blob Storage - Hot LRS - EU West - ,0,0.054,7.7217,0.00,7.00,0.38,0.00,0.00
CTGlobal,39541092,Rtn Preference: MGN - Rtn Preference: MGN - new ,0,0.087,7.7217,100.00,7.00,0.00,0.00,0.00
CTGlobal,39541092,Rtn Preference: MGN - Rtn Preference: MGN - new ,0,0,7.7217,0.00,7.00,0.00,0.00,0.00
CTGlobal,39541092,Azure Monitor - Azure Monitor - Alerts - new ,6.65,0.1,7.7217,8.22,7.00,0.70,5.77,0.45
CTGlobal,39541092,Storage - Bandwidth - Storage - Bandwidth - ,0,0.02,7.7217,0.00,7.00,0.14,0.00,0.00
