Customer,CustomerNo,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
Norli Liv og Pension Livsforsikring A/S,64145711,Files v2 - Files v2 - Hot GRS - EU West - new ,0.98,0.0541,7.15245,2.50,25.00,0.41,1.03,0.25
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - LRS - new ,0,0.00036,7.15245,0.01,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Files - Files - LRS - new ,0.18,0.0015,7.15245,19.31,25.00,0.01,0.22,0.08
Norli Liv og Pension Livsforsikring A/S,64145711,Standard Page Blob v2 - Standard Page Blob v2 - ,0.18,0.00054,7.15245,53.73,25.00,0.00,0.22,0.08
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - RA-GRS - new ,0,0.075,7.15245,0.01,25.00,0.57,0.01,0.01
Norli Liv og Pension Livsforsikring A/S,64145711,General Block Blob - General Block Blob - GRS - ,0.09,0.048,7.15245,0.32,25.00,0.36,0.12,0.05
Norli Liv og Pension Livsforsikring A/S,64145711,Rtn Preference: MGN - Rtn Preference: MGN - new ,0,0.087,7.15245,62.44,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot LRS - EU West - ,0,0.054,7.15245,0.03,25.00,0.41,0.01,0.01
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot LRS - EU West - ,0.8,0.0196,7.15245,5.99,25.00,0.15,0.89,0.25
Norli Liv og Pension Livsforsikring A/S,64145711,Azure Repos and Boards (Basic) - Azure Repos and ,300.04,6,7.15245,6.58,25.00,45.60,300.06,60.03
Norli Liv og Pension Livsforsikring A/S,64145711,Standard Page Blob v2 - Standard Page Blob v2 - ,27.26,0.00054,7.15245,6664.64,25.00,0.00,27.35,5.54
Norli Liv og Pension Livsforsikring A/S,64145711,Event Grid - Event Grid - new ,0,0.06,7.15245,0.00,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Standard SSD Managed Disks - Standard SSD Managed ,6.61,0.002,7.15245,438.41,25.00,0.02,6.66,1.37
Norli Liv og Pension Livsforsikring A/S,64145711,Azure Bastion - Azure Bastion - Basic - new ,2148.5,0.19,7.15245,1488.00,25.00,1.44,2148.52,429.72
Norli Liv og Pension Livsforsikring A/S,64145711,Load Balancer - Load Balancer - new ,0.63,0.005,7.15245,17.73,25.00,0.04,0.67,0.17
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - GRS - new ,0,0.06,7.15245,0.00,25.00,0.46,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Logic Apps - Logic Apps - Consumption - new ,1.88,0.000025,7.15245,10256.00,25.00,0.00,1.95,0.45
Norli Liv og Pension Livsforsikring A/S,64145711,Logic Apps - Logic Apps - Consumption - new ,0.18,0.000125,7.15245,278.00,25.00,0.00,0.26,0.12
Norli Liv og Pension Livsforsikring A/S,64145711,Storage - Bandwidth - Storage - Bandwidth - ,0,0.02,7.15245,0.01,25.00,0.15,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Virtual Machines Dv3 Series Windows - Virtual ,1017.88,0.424,7.15245,315.90,25.00,3.22,1017.89,203.59
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot GRS - EU North - ,0,0.1,7.15245,0.01,25.00,0.76,0.01,0.01
Norli Liv og Pension Livsforsikring A/S,64145711,App Configuration - App Configuration - Standard - ,565.4,1.2,7.15245,62.00,25.00,9.12,565.40,113.08
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot LRS - EU North - ,0,0.004,7.15245,2.34,25.00,0.03,0.07,0.07
Norli Liv og Pension Livsforsikring A/S,64145711,General Block Blob - General Block Blob - LRS - ,0,0.00036,7.15245,0.00,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,SQL Server Developer Edition - SQL Server ,0,0,7.15245,517.50,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Container Instances - Container Instances - EU ,8188.3,0.00511,7.15245,210858.74,25.00,0.04,8188.35,1637.71
Norli Liv og Pension Livsforsikring A/S,64145711,General Block Blob - General Block Blob - LRS - ,0,0.00036,7.15245,0.01,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,SQL Server Standard - SQL Server Standard - 1-4 ,960.21,0.4,7.15245,315.90,25.00,3.04,960.27,192.10
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot GRS - EU West - ,0,0.108,7.15245,0.00,25.00,0.82,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Files - Files - LRS - new ,2.23,0.06,7.15245,5.01,25.00,0.46,2.28,0.50
Norli Liv og Pension Livsforsikring A/S,64145711,Network Watcher - Network Watcher - new ,0,0.001,7.15245,9.00,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Rtn Preference: MGN - Rtn Preference: MGN - new ,0,0,7.15245,0.01,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Premium SSD Managed Disks - Premium SSD Managed ,3377.29,148.68,7.15245,2.99,25.00,1129.89,3377.31,675.48
Norli Liv og Pension Livsforsikring A/S,64145711,Premium Functions - Premium Functions - EU West - ,4029.33,0.169,7.15245,3137.36,25.00,1.28,4029.35,805.89
Norli Liv og Pension Livsforsikring A/S,64145711,IP Addresses - IP Addresses - Basic IPv4 - new ,20.29,0.0036,7.15245,744.00,25.00,0.03,20.35,4.12
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot RA-GRS - EU West ,0,0.049,7.15245,0.01,25.00,0.37,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot RA-GRS - EU ,0,0.046,7.15245,0.12,25.00,0.35,0.04,0.04
Norli Liv og Pension Livsforsikring A/S,64145711,Storage - Bandwidth - Storage - Bandwidth - ,0,0,7.15245,0.07,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - GRS - new ,0,0.00036,7.15245,2.25,25.00,0.00,0.01,0.01
Norli Liv og Pension Livsforsikring A/S,64145711,Azure Active Directory Domain Services - Azure ,847.83,0.15,7.15245,743.79,25.00,1.14,847.87,169.61
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - LRS - new ,0,0.00036,7.15245,0.01,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Storage - Bandwidth - Storage - Bandwidth - ,0,0,7.15245,0.06,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot GRS - EU North - ,0,0.1,7.15245,0.11,25.00,0.76,0.08,0.08
Norli Liv og Pension Livsforsikring A/S,64145711,General Block Blob - General Block Blob - LRS - ,0.18,0.00036,7.15245,72.58,25.00,0.00,0.20,0.06
Norli Liv og Pension Livsforsikring A/S,64145711,App Configuration - App Configuration - Free - US ,0,0,7.15245,31.00,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Files - Files - LRS - new ,0.44,0.0015,7.15245,42.42,25.00,0.01,0.48,0.13
Norli Liv og Pension Livsforsikring A/S,64145711,Logic Apps Integration Account - Logic Apps ,3649.54,300,7.15245,1.60,25.00,2279.84,3649.59,729.96
Norli Liv og Pension Livsforsikring A/S,64145711,IP Addresses - IP Addresses - Standard IPv4 - new ,170.23,0.005,7.15245,4482.23,25.00,0.04,170.31,34.13
Norli Liv og Pension Livsforsikring A/S,64145711,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0,0.05,7.15245,0.12,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Azure App Service Free Plan - Azure App Service ,0,0,7.15245,5.20,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Standard SSD Managed Disks - Standard SSD Managed ,36.03,9.6,7.15245,0.49,25.00,72.95,36.08,7.26
Norli Liv og Pension Livsforsikring A/S,64145711,Standard Page Blob v2 - Standard Page Blob v2 - ,85.83,0.045,7.15245,251.13,25.00,0.34,85.88,17.22
Norli Liv og Pension Livsforsikring A/S,64145711,Logic Apps - Logic Apps - Consumption - new ,0.71,0.12,7.15245,0.84,25.00,0.91,0.77,0.20
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - LRS - new ,0,0.00036,7.15245,3.75,25.00,0.00,0.01,0.01
Norli Liv og Pension Livsforsikring A/S,64145711,Premium Functions - Premium Functions - EU West - ,1009.65,0.0121,7.15245,10980.77,25.00,0.09,1009.72,202.00
Norli Liv og Pension Livsforsikring A/S,64145711,Azure Bastion - Azure Bastion - Basic - new ,0,0.087,7.15245,0.59,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot LRS - EU North - ,0.18,0.004,7.15245,7.06,25.00,0.03,0.21,0.07
Norli Liv og Pension Livsforsikring A/S,64145711,Premium SSD Managed Disks - Premium SSD Managed ,317.65,41.811428,7.15245,1.00,25.00,317.75,317.72,63.60
Norli Liv og Pension Livsforsikring A/S,64145711,Virtual Machines Dv3 Series Windows - Virtual ,1198.48,0.212,7.15245,743.90,25.00,1.61,1198.49,239.71
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot LRS - EU West - ,0.53,0.0043,7.15245,17.94,25.00,0.03,0.59,0.17
Norli Liv og Pension Livsforsikring A/S,64145711,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0.18,0.02,7.15245,1.20,25.00,0.15,0.18,0.04
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot LRS - EU West - ,0,0.054,7.15245,0.08,25.00,0.41,0.03,0.03
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot LRS - EU West - ,8.58,0.0043,7.15245,264.87,25.00,0.03,8.66,1.80
Norli Liv og Pension Livsforsikring A/S,64145711,Virtual Machines Eav4 Series Windows - Virtual ,2363.79,0.976,7.15245,318.70,25.00,7.42,2363.83,472.80
Norli Liv og Pension Livsforsikring A/S,64145711,Files - Files - LRS - new ,0,0.015,7.15245,0.00,25.00,0.11,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Files - Files - LRS - new ,4.29,0.015,7.15245,38.37,25.00,0.11,4.37,0.94
Norli Liv og Pension Livsforsikring A/S,64145711,Queues - Queues - LRS - new ,0,0.00036,7.15245,0.10,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Container Instances - Container Instances - EU ,4666.96,0.0466,7.15245,13178.67,25.00,0.35,4667.04,933.47
Norli Liv og Pension Livsforsikring A/S,64145711,Load Balancer - Load Balancer - new ,141.35,0.025,7.15245,744.00,25.00,0.19,141.35,28.27
Norli Liv og Pension Livsforsikring A/S,64145711,Premium SSD Managed Disks - Premium SSD Managed ,252.11,21.68,7.15245,1.53,25.00,164.76,252.21,50.52
Norli Liv og Pension Livsforsikring A/S,64145711,Azure App Service Premium v2 Plan - Azure App ,1130.8,0.2,7.15245,744.00,25.00,1.52,1130.80,226.16
Norli Liv og Pension Livsforsikring A/S,64145711,Virtual Machines BS Series Windows - Virtual ,1635.94,0.416,7.15245,517.50,25.00,3.16,1636.02,327.27
Norli Liv og Pension Livsforsikring A/S,64145711,Standard Page Blob v2 - Standard Page Blob v2 - ,0.18,0.00054,7.15245,44.62,25.00,0.00,0.18,0.04
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - LRS - new ,0,0.045,7.15245,0.04,25.00,0.34,0.01,0.01
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - addQuantity  12/14/2022-12/27/2022  December   ,-3843.56,210.88,1,37.00,25.00,-103.88,-3843.38,-768.68
BLS Capital Management,31179580,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - addQuantity  12/14/2022-12/17/2022  December   ,-58.8,10.08,1,35.00,25.00,-1.68,-58.63,-11.73
BLS Capital Management,31179580,Microsoft 365 E5 Compliance - Microsoft 365 E5 Compliance - addQuantity  12/6/2022-12/27/2022  December   ,-166.08,60.4,1,3.00,25.0,-55.36,-166.09,-33.22
BLS Capital Management,31179580,Power Automate unattended RPA add-on - Power Automate unattended RPA add-on - renew  12/1/2022-12/31/2022  December   ,1062,849.6,1,1.00,25.00,1062.00,1062.00,212.40
BLS Capital Management,31179580,Microsoft 365 E5 Compliance - Microsoft 365 E5 Compliance - cycleCharge  12/28/2022-1/27/2023  December   ,302,60.4,1,4.00,25.00,75.50,302.00,60.40
BLS Capital Management,31179580,Microsoft 365 E5 Compliance - Microsoft 365 E5 Compliance - addQuantity  12/6/2022-12/27/2022  December   ,221.44,60.4,1,4.00,25.00,55.36,221.45,44.29
BLS Capital Management,31179580,Power Automate per user with attended RPA plan - Power Automate per user with attended RPA plan - renew  12/1/2022-12/31/2022  December   ,283.16,226.53,1,1.00,25.00,283.16,283.16,56.63
BLS Capital Management,31179580,Microsoft 365 Audio Conferencing Adoption Promo - Microsoft 365 Business Voice Adoption Promo - Microsoft 365 Audio Conferencing - cycleCharge  12/28/2022-1/27/2023  December   ,0,15.7,1,32.00,25.00,0.00,0.00,0.00
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - Virtual User - cycleCharge  12/28/2022-1/27/2023  December   ,0,0,1,10.00,25.00,0.00,0.00,0.00
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - addQuantity  12/14/2022-12/27/2022  December   ,3947.44,210.88,1,38.00,25.0,103.88,3947.25,789.45
BLS Capital Management,31179580,Dynamics 365 CRM New Commerce Promotional Offer Annual - Dynamics 365 Sales Enterprise Edition - cycleCharge  12/28/2022-1/27/2023  December   ,532.5,448.43,1,1.00,25.00,532.50,532.50,106.50
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - cycleCharge  12/28/2022-1/27/2023  December   ,8458.42,210.88,1,38.00,25.0,222.59,8458.33,1691.67
BLS Capital Management,31179580,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - cycleCharge  12/18/2022-1/17/2023  December   ,453.6,10.08,1,36.00,25.0,12.60,453.60,90.72
BLS Capital Management,31179580,Microsoft Teams Room Pro - Microsoft Teams Rooms Pro - cycleCharge  12/28/2022-1/27/2023  December   ,251.7,201.36,1,1.00,25.00,251.70,251.70,50.34
BLS Capital Management,31179580,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - addQuantity  12/14/2022-12/17/2022  December   ,60.48,10.08,1,36.00,25.0,1.68,60.30,12.06
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 2) - cycleCharge  12/28/2022-1/27/2023  December   ,669.06,40.24,1,14.00,25.00,47.79,669.03,133.81
BLS Capital Management,31179580,Power Automate per user plan - Power Automate per user plan - renew  12/28/2022-1/27/2023  December   ,106.2,84.96,1,1.00,25.0,106.20,106.20,21.24
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - cycleCharge  12/28/2022-1/27/2023  December   ,1338.12,40.24,1,28.00,25.00,47.79,1338.05,267.61
BLS Capital Management,31179580,Blob Storage - Blob Storage - Hot LRS - EU West - ,1.25,0.054,7.15245,3.12,55.00,0.51,1.59,0.59
BLS Capital Management,31179580,Files - Files - LRS - new ,2.23,0.06,7.15245,5.00,55.00,0.57,2.83,1.05
BLS Capital Management,31179580,Blob Storage - Blob Storage - Hot LRS - EU West - ,0.8,0.0196,7.15245,5.43,55.00,0.18,1.00,0.36
BLS Capital Management,31179580,Standard Page Blob v2 - Standard Page Blob v2 - ,0,0.00054,7.15245,8.93,55.00,0.01,0.05,0.05
BLS Capital Management,31179580,Premium SSD Managed Disks - Premium SSD Managed ,85.29,11.2272,7.15245,1.00,55.00,105.80,105.79,37.56
BLS Capital Management,31179580,Standard Page Blob v2 - Standard Page Blob v2 - ,0.71,0.075,7.15245,1.38,55.00,0.71,0.98,0.41
BLS Capital Management,31179580,Service Bus - Service Bus - Standard - new ,60.25,0.013441,7.15245,590.00,55.00,0.13,74.73,26.53
BLS Capital Management,31179580,Standard SSD Managed Disks - Standard SSD Managed ,72.86,9.6,7.15245,1.00,55.00,90.46,90.46,32.17
BLS Capital Management,31179580,Network Watcher - Network Watcher - new ,0,0.5,7.15245,0.40,55.00,0.00,0.00,0.00
BLS Capital Management,31179580,Rtn Preference: MGN - Rtn Preference: MGN - new ,0,0.087,7.15245,2.03,55.00,0.00,0.00,0.00
BLS Capital Management,31179580,Azure Active Directory Domain Services - Azure ,847.83,0.15,7.15245,743.79,55.00,1.41,1051.35,373.09
BLS Capital Management,31179580,Blob Storage - Blob Storage - Hot LRS - EU West - ,0,0.0043,7.15245,0.13,55.00,0.04,0.01,0.01
BLS Capital Management,31179580,Storage - Bandwidth - Storage - Bandwidth - ,0,0,7.15245,0.06,55.00,0.00,0.00,0.00
BLS Capital Management,31179580,Backup - Backup - Standard - EU West - new ,140,0.0448,7.15245,411.34,55.00,0.42,173.65,61.65
BLS Capital Management,31179580,Log Analytics - Log Analytics - Pay-as-you-go - EU ,0,2.99,7.15245,0.17,55.00,0.00,0.00,0.00
BLS Capital Management,31179580,Standard Page Blob - Standard Page Blob - LRS - ,0,0.00036,7.15245,4.46,55.00,0.00,0.02,0.02
BLS Capital Management,31179580,SQL Server Standard - SQL Server Standard - 1-4 ,2261.43,0.4,7.15245,743.95,55.00,3.77,2804.20,995.06
BLS Capital Management,31179580,Virtual Machines Dv2 Series Windows - Virtual ,3007.43,0.266,7.15245,1487.77,55.00,2.51,3729.25,1323.31
BLS Capital Management,31179580,Blob Storage - Blob Storage - Hot LRS - EU West - ,11.08,0.054,7.15245,27.22,55.00,0.51,13.85,4.99
BLS Capital Management,31179580,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0.09,0.02,7.15245,0.74,55.00,0.19,0.14,0.07
BLS Capital Management,31179580,Standard SSD Managed Disks - Standard SSD Managed ,15.01,0.002,7.15245,990.64,55.00,0.02,18.67,6.66
BLS Capital Management,31179580,Service Bus - Service Bus - Standard - new ,0,0.8,7.15245,0.00,55.00,0.00,0.00,0.00
BLS Capital Management,31179580,Backup - Backup - On Premises Server - EU West - ,75.9,10,7.15245,1.00,55.00,94.23,94.23,33.51
BLS Capital Management,31179580,IP Addresses - IP Addresses - Basic IPv4 - new ,40.68,0.0036,7.15245,1488.00,55.00,0.03,50.48,17.94
BLS Capital Management,31179580,Blob Storage - Blob Storage - Hot LRS - EU West - ,2.59,0.0043,7.15245,79.79,55.00,0.04,3.23,1.16
BLS Capital Management,31179580,IP Addresses - IP Addresses - Basic IPv4 - new ,22.53,0.004,7.15245,744.00,55.00,0.04,28.04,10.02
BLS Capital Management,31179580,Standard SSD Managed Disks - Standard SSD Managed ,583.55,76.8,7.15245,1.00,55.00,723.71,723.67,256.83
BLS Capital Management,31179580,Virtual Machines BS Series - Virtual Machines BS ,271.34,0.048,7.15245,744.00,55.00,0.45,336.53,119.46
BLS Capital Management,31179580,Standard HDD Managed Disks - Standard HDD Managed ,0.53,0.0005,7.15245,161.44,55.00,0.00,0.76,0.34
BLS Capital Management,31179580,Tables - Tables - RA-GRS - new ,0,0.075,7.15245,0.01,55.00,0.71,0.01,0.01
BLS Capital Management,31179580,Premium SSD Managed Disks - Premium SSD Managed ,329.45,21.68,7.15245,2.00,55.00,204.30,408.57,145.01
BLS Capital Management,31179580,Standard Page Blob - Standard Page Blob - LRS - ,0,0.00036,7.15245,8.93,55.00,0.00,0.03,0.03
BLS Capital Management,31179580,Virtual Machines Av2 Series Windows - Virtual ,1549.04,0.274,7.15245,743.95,55.00,2.58,1920.88,681.65
BLS Capital Management,31179580,IP Addresses - IP Addresses - Standard IPv4 - new ,56.5,0.005,7.15245,1488.00,55.00,0.05,70.11,24.91
BLS Capital Management,31179580,Standard Page Blob v2 - Standard Page Blob v2 - ,0,0.00054,7.15245,4.46,55.00,0.01,0.02,0.02
BLS Capital Management,31179580,Tables - Tables - GRS - new ,0,0.00036,7.15245,0.90,55.00,0.00,0.00,0.00
BLS Capital Management,31179580,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0,0.05,7.15245,0.07,55.00,0.00,0.00,0.00
BLS Capital Management,31179580,Tables - Tables - LRS - new ,0,0.045,7.15245,0.02,55.00,0.42,0.01,0.01
BLS Capital Management,31179580,General Block Blob - General Block Blob - LRS - ,0.18,0.00036,7.15245,79.79,55.00,0.00,0.27,0.13
BLS Capital Management,31179580,Storage - Bandwidth - Storage - Bandwidth - ,3.84,0.02,7.15245,25.59,55.00,0.19,4.82,1.75
BLS Capital Management,31179580,Standard HDD Managed Disks - Standard HDD Managed ,11.61,1.536,7.15245,1.00,55.00,14.47,14.47,5.18
BLS Capital Management,31179580,Tables - Tables - LRS - new ,0,0.00036,7.15245,1.36,55.00,0.00,0.00,0.00
CO:PLAY Advokatpartnerselskab,41110546,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - addQuantity  12/19/2022-12/27/2022  December   ,-1602.72,210.88,1,24.00,25.0,-66.78,-1602.60,-320.52
CO:PLAY Advokatpartnerselskab,41110546,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft Teams Rooms Standard - cycleCharge  12/28/2022-1/27/2023  December   ,112.1,94.4,1,1.00,25.00,112.10,112.10,22.42
CO:PLAY Advokatpartnerselskab,41110546,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - cycleCharge  12/28/2022-1/27/2023  December   ,717,50.32,1,12.00,25.00,59.75,717.00,143.40
