Customer,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
Grønbech & Sønner,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - cycleCharge  8/28/2022-9/27/2022  August   ,597.5,50.32,1,10.00,25.0,59.75,597.50,119.50
Grønbech & Sønner,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - cycleCharge  8/28/2022-9/27/2022  August   ,23322,110.8,1,195.00,25.00,119.60,23322.00,4664.40
Grønbech & Sønner,Microsoft 365 New Commerce Promotional Offer Annual - Visio Plan 2 - cycleCharge  8/28/2022-9/27/2022  August   ,538.08,75.52,1,6.00,25.0,89.68,538.05,107.61
Grønbech & Sønner,Microsoft 365 New Commerce Promotional Offer Annual - Office 365 E3 - cycleCharge  8/28/2022-9/27/2022  August   ,139.18,117.2,1,1.00,25.00,139.18,139.18,27.84
Grønbech & Sønner,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 F1 - cycleCharge  8/28/2022-9/27/2022  August   ,13.49,11.36,1,1.00,25.00,13.49,13.49,2.70
Grønbech & Sønner,Microsoft 365 New Commerce Promotional Offer Annual - Visio Plan 2 - addQuantity  8/1/2022-8/27/2022  August   ,468.6,75.52,1,6.00,25.0,78.10,468.60,93.72
Grønbech & Sønner,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - cycleCharge  8/28/2022-9/27/2022  August   ,4109.94,40.24,1,86.00,25.00,47.79,4109.73,821.95
Grønbech & Sønner,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online Kiosk - cycleCharge  8/28/2022-9/27/2022  August   ,11.98,10.08,1,1.00,25.00,11.98,11.98,2.40
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - addQuantity  8/18/2022-8/27/2022  August   ,-493.12,40.24,1,32.00,12.5,-13.87,-443.88,-49.32
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Visio Plan 2 - addQuantity  8/1/2022-8/27/2022  August   ,-1015.56,75.52,1,13.00,25.00,-78.11,-1015.46,-203.09
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - addQuantity  8/23/2022-8/27/2022  August   ,-38.56,50.32,1,4.00,25.00,-9.64,-38.55,-7.71
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 1) - cycleCharge  8/28/2022-9/27/2022  August   ,119.7,20.16,1,5.00,25.00,23.94,119.69,23.94
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft Defender for Office 365 (Plan 1) - cycleCharge  8/28/2022-9/27/2022  August   ,1605.32,10.08,1,134.00,12.5,10.78,1444.19,160.47
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Project Online Essentials - cycleCharge  8/28/2022-9/27/2022  August   ,41.9,35.28,1,1.00,9.00,36.54,36.54,3.02
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - cycleCharge  8/28/2022-9/27/2022  August   ,9687.6,110.8,1,81.00,12.5,107.64,8718.84,968.76
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - Virtual User - cycleCharge  8/28/2022-9/27/2022  August   ,0,0,1,5.00,9.00,0.00,0.00,0.00
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Standard - cycleCharge  8/28/2022-9/27/2022  August   ,10391.64,62.96,1,139.00,25.00,74.76,10391.99,2078.40
Nordic Bioscience,Microsoft 365 Audio Conferencing Adoption Promo - Microsoft 365 Business Voice Adoption Promo - Microsoft 365 Audio Conferencing - cycleCharge  8/28/2022-9/27/2022  August   ,0,15.7,1,30.00,12.5,0.00,0.00,0.00
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft Teams Rooms Standard - cycleCharge  8/28/2022-9/27/2022  August   ,672.6,94.4,1,6.00,25.00,112.10,672.60,134.52
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - cycleCharge  8/28/2022-9/27/2022  August   ,358.5,50.32,1,6.00,12.5,53.78,322.65,35.85
Nordic Bioscience,Power; Flow; AAD; AI; Intune; MCAS; Defender IN New Commerce Promotional Offer Annual - Enterprise Mobility + Security E5 - cycleCharge  8/28/2022-9/27/2022  August   ,196.66,82.8,1,2.00,9.00,85.74,171.48,14.16
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - addQuantity  8/18/2022-8/27/2022  August   ,508.53,40.24,1,33.00,12.5,13.87,457.75,50.86
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Visio Plan 2 - addQuantity  8/1/2022-8/27/2022  August   ,1093.4,75.52,1,14.00,12.5,70.29,984.06,109.34
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Visio Plan 2 - cycleCharge  8/28/2022-9/27/2022  August   ,1255.52,75.52,1,14.00,12.5,80.71,1129.91,125.55
Nordic Bioscience,Azure Active Directory Premium P1 - Azure Active Directory Premium P1 - renew  8/3/2022-9/2/2022  August   ,45.36,36.29,1,1.00,12.5,40.83,40.83,4.54
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 2) - cycleCharge  8/28/2022-9/27/2022  August   ,143.37,40.24,1,3.00,12.5,43.01,129.03,14.34
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Common Area Phone - cycleCharge  8/28/2022-9/27/2022  August   ,621.27,40.24,1,13.00,9.00,41.67,541.72,44.73
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E5 - cycleCharge  8/28/2022-9/27/2022  August   ,681.52,286.96,1,2.00,9.00,297.14,594.29,49.07
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - addQuantity  8/23/2022-8/27/2022  August   ,57.84,50.32,1,6.00,12.5,8.67,52.04,5.78
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - cycleCharge  8/28/2022-9/27/2022  August   ,2225.9,187.44,1,10.00,9.00,194.10,1940.96,160.26
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - cycleCharge  8/28/2022-9/27/2022  August   ,1577.07,40.24,1,33.00,12.5,43.01,1419.29,157.70
Nord Tech Industrisystemer,Microsoft 365 Business Premium - Microsoft 365 Business Premium - addQuantity  8/8/2022-8/16/2022  August   ,-1085.67,110.8,1,27.00,25.0,-40.21,-1085.74,-217.15
Nord Tech Industrisystemer,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - addQuantity  8/8/2022-8/11/2022  August   ,-143,40.24,1,22.00,7.00,-5.56,-122.41,-8.01
Nord Tech Industrisystemer,Exchange Online (Plan 2) - Exchange Online (Plan 2) - addQuantity  8/9/2022-8/16/2022  August   ,-12.99,40.24,1,1.00,25.00,-12.99,-12.99,-2.60
Nord Tech Industrisystemer,Exchange Online (Plan 2) - Exchange Online (Plan 2) - cycleCharge  8/17/2022-9/16/2022  August   ,50.3,40.24,1,1.00,25.0,50.30,50.30,10.06
Nord Tech Industrisystemer,Microsoft 365 Business Premium - Microsoft 365 Business Premium - addQuantity  8/8/2022-8/16/2022  August   ,1125.88,110.8,1,28.00,25.0,40.21,1125.95,225.19
Nord Tech Industrisystemer,Exchange Online (Plan 2) - Exchange Online (Plan 2) - addQuantity  8/9/2022-8/16/2022  August   ,25.96,40.24,1,2.00,25.0,12.98,25.95,5.19
Nord Tech Industrisystemer,Microsoft 365 Business Premium - Microsoft 365 Business Premium - cycleCharge  8/17/2022-9/16/2022  August   ,3878,110.8,1,28.00,25.0,138.50,3878.00,775.60
Nord Tech Industrisystemer,Visio Plan 2 - Visio Plan 2 - cycleCharge 8/17/2022-9/16/2022  August   ,94.4,75.52,1,1.00,7.00,80.81,80.81,5.29
Nord Tech Industrisystemer,Microsoft 365 Business Basic - Microsoft 365 Business Basic - cycleCharge  8/17/2022-9/16/2022  August   ,113.4,30.24,1,3.00,25.00,37.80,113.40,22.68
Nord Tech Industrisystemer,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - cycleCharge  8/12/2022-9/11/2022  August   ,1156.9,40.24,1,23.00,25.0,50.30,1156.90,231.38
Nord Tech Industrisystemer,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - addQuantity  8/8/2022-8/11/2022  August   ,149.27,40.24,1,23.00,25.0,6.49,149.21,29.84
Nord Tech Industrisystemer,Exchange Online (Plan 2) - Exchange Online (Plan 2) - removeQuantity  8/9/2022-8/16/2022  August   ,-25.96,40.24,1,2.00,25.0,-12.98,-25.95,-5.19
Nord Tech Industrisystemer,Dynamics 365 Business Central Essentials - Dynamics 365 Business Central Essentials - cycleCharge  8/1/2022-8/31/2022  August   ,385.44,308.35,1,1.00,25.0,385.44,385.44,77.09
Nord Tech Industrisystemer,Exchange Online (Plan 2) - Exchange Online (Plan 2) - removeQuantity  8/9/2022-8/16/2022  August   ,12.98,40.24,1,1.00,25.0,12.98,12.98,2.60
Delfi Technologies A/S,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - addQuantity  8/3/2022-8/23/2022  August   ,-6562.62,110.8,1,81.00,6.25,-68.87,-5578.57,-328.15
Delfi Technologies A/S,Microsoft 365 Business Premium - Microsoft 365 Business Premium - addQuantity  8/1/2022-8/22/2022  August   ,-471.8,132.96,1,4.00,6.25,-100.26,-401.03,-23.59
Delfi Technologies A/S,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - cycleCharge  8/24/2022-9/23/2022  August   ,14471.6,110.8,1,121.00,6.25,101.66,12300.86,723.58
Delfi Technologies A/S,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - cycleCharge  8/23/2022-9/22/2022  August   ,1335.54,187.44,1,6.00,6.25,189.20,1135.20,66.78
Delfi Technologies A/S,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - addQuantity  8/3/2022-8/23/2022  August   ,9804.63,110.8,1,121.00,6.25,68.87,8333.42,490.20
Delfi Technologies A/S,Microsoft 365 Business Premium - Microsoft 365 Business Premium - renew  8/23/2022-9/22/2022  August   ,1662,132.96,1,10.00,6.25,141.27,1412.70,83.10
Delfi Technologies A/S,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 F3 - cycleCharge  8/24/2022-9/23/2022  August   ,2246.13,40.24,1,47.00,6.25,40.62,1909.11,112.30
Delfi Technologies A/S,Microsoft 365 Business Premium - Microsoft 365 Business Premium - addQuantity  8/1/2022-8/22/2022  August   ,589.75,132.96,1,5.00,6.25,100.26,501.29,29.49
Delfi Technologies A/S,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - cycleCharge  8/23/2022-9/22/2022  August   ,298.75,50.32,1,5.00,6.25,50.79,253.94,14.94
Delfi Technologies A/S,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 1) - cycleCharge  8/23/2022-9/22/2022  August   ,23.94,20.16,1,1.00,6.25,20.35,20.35,1.20
Delfi Technologies A/S,Microsoft 365 Business Premium - Microsoft 365 Business Premium - addQuantity  8/3/2022-8/22/2022  August   ,-536.2,132.96,1,5.00,6.25,-91.15,-455.76,-26.81
Delfi Technologies A/S,Microsoft 365 Business Premium - Microsoft 365 Business Premium - addQuantity  8/3/2022-8/22/2022  August   ,1072.3,132.96,1,10.00,6.25,91.14,911.41,53.61
Klinik Socius,Microsoft 365 Business Premium - Microsoft 365 Business Premium - addQuantity  8/9/2022-8/23/2022  August   ,-804.24,110.8,1,12.00,25.00,-67.03,-804.30,-160.86
Klinik Socius,Microsoft 365 Business Premium - Microsoft 365 Business Premium - addQuantity  8/9/2022-8/23/2022  August   ,871.13,110.8,1,13.00,25.0,67.01,871.16,174.23
Klinik Socius,Microsoft 365 Business Premium - Microsoft 365 Business Premium - cycleCharge  8/24/2022-9/23/2022  August   ,1800.5,110.8,1,13.00,25.0,138.50,1800.50,360.10
Norli Liv og Pension Livsforsikring A/S,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - addQuantity  8/12/2022-8/27/2022  August   ,-1370.6,48.29,1,44.00,25.0,-31.15,-1370.60,-274.12
Norli Liv og Pension Livsforsikring A/S,Files v2 - Files v2 - Hot GRS - EU West - new 8/1/2022-8/31/2022  August   ,1,0.0541,7.3561,2.50,n/a,0.34,0.85,0.05
Norli Liv og Pension Livsforsikring A/S,Azure Active Directory Domain Services - Azure Active Directory Domain Services - Standard - new  8/1/2022-8/31/2022  August   ,871.96,0.15,7.3561,743.79,n/a,0.94,697.61,0.04
Norli Liv og Pension Livsforsikring A/S,Standard Page Blob v2 - Standard Page Blob v2 - LRS - EU West - new  8/1/2022-8/31/2022  August   ,0.28,0.00054,7.3561,76.48,n/a,0.00,0.26,0.04
Norli Liv og Pension Livsforsikring A/S,Storage - Bandwidth - Storage - Bandwidth - Geo-Replication - EU West - new  8/1/2022-8/31/2022  August   ,0,0,7.3561,0.07,n/a,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,General Block Blob - General Block Blob - GRS - new  8/1/2022-8/31/2022  August   ,0,0.00036,7.3561,0.00,n/a,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,Standard Page Blob v2 - Standard Page Blob v2 - LRS - EU West - new  8/1/2022-8/31/2022  August   ,12.78,0.00054,7.3561,3041.39,n/a,0.00,10.27,0.05
